variables,units,values,description
financese.machine_rating,kW,[5000.],
financese.tcc_per_kW,USD/kW,[1507.25546517],
financese.offset_tcc_per_kW,USD/kW,[0.],
financese.bos_per_kW,USD/kW,[198.],
financese.opex_per_kW,USD/kW/year,[43.],
financese.plant_aep_in,kW*h,[0.],
financese.turbine_aep,kW*h,[24663530.92945205],
financese.wake_loss_factor,,[0.15],
financese.fixed_charge_rate,,[0.065],
financese.electricity_price,USD/kW/h,[0.04],
financese.reserve_margin_price,USD/kW/year,[120.],
financese.capacity_credit,,[0.],
financese.benchmark_price,USD/kW/h,[0.071],
financese.turbine_number,Unavailable,120,
outputs_2_screen.aep,GW*h,[24.66353093],
outputs_2_screen.blade_mass,kg,[49173.58890141],
outputs_2_screen.lcoe,USD/MW/h,[36.69185169],
outputs_2_screen.My_std,N*m,[0.],
outputs_2_screen.flp1_std,deg,[0.],
outputs_2_screen.PC_omega,rad/s,[0.],
outputs_2_screen.PC_zeta,,[0.],
outputs_2_screen.VS_omega,rad/s,[0.],
outputs_2_screen.VS_zeta,,[0.],
outputs_2_screen.Flp_omega,rad/s,[0.],
outputs_2_screen.Flp_zeta,,[0.],
outputs_2_screen.tip_deflection,m,[16.51393302],
materials.E,Pa,"[[3.44000e+09 3.44000e+09 3.44000e+09]
 [4.56000e+06 4.56000e+06 4.56000e+06]
 [4.37000e+10 1.65000e+10 1.54500e+10]
 [1.57599e+11 9.10000e+09 9.10000e+09]
 [1.10231e+10 1.10231e+10 1.60477e+10]
 [2.82114e+10 1.62388e+10 1.58355e+10]
 [1.42500e+08 1.42500e+08 1.42500e+08]
 [1.00000e+06 1.00000e+06 1.00000e+06]
 [2.00000e+11 2.00000e+11 2.00000e+11]
 [2.10000e+11 2.10000e+11 2.10000e+11]]","2D array of the Youngs moduli of the materials. Each row represents a material, the three columns represent E11, E22 and E33."
materials.G,Pa,"[[1.32300e+09 1.32300e+09 1.32300e+09]
 [1.45000e+06 1.45000e+06 1.45000e+06]
 [3.26500e+09 3.49500e+09 3.48000e+09]
 [4.13100e+09 4.13100e+09 2.68900e+09]
 [1.32314e+10 3.48748e+09 3.48748e+09]
 [8.24822e+09 3.49124e+09 3.49124e+09]
 [5.40000e+10 5.40000e+10 5.40000e+10]
 [3.12500e+05 3.12500e+05 3.12500e+05]
 [7.93000e+10 7.93000e+10 7.93000e+10]
 [8.39000e+10 8.39000e+10 8.39000e+10]]","2D array of the shear moduli of the materials. Each row represents a material, the three columns represent G12, G13 and G23."
materials.nu,,"[[0.3      0.3      0.3     ]
 [0.3      0.3      0.3     ]
 [0.262    0.264    0.35    ]
 [0.3133   0.3133   0.47066 ]
 [0.688074 0.117173 0.117173]
 [0.497511 0.18091  0.27481 ]
 [0.3194   0.3194   0.3194  ]
 [0.3      0.3      0.3     ]
 [0.3      0.3      0.3     ]
 [0.283    0.283    0.283   ]]","2D array of the Poisson ratio of the materials. Each row represents a material, the three columns represent nu12, nu13 and nu23."
materials.Xt,Pa,"[[0.0000e+00 0.0000e+00 0.0000e+00]
 [6.1510e+07 6.1510e+07 6.1510e+07]
 [6.4023e+08 3.8100e+07 0.0000e+00]
 [1.2852e+09 3.8100e+07 0.0000e+00]
 [4.6210e+07 4.6210e+07 4.6210e+07]
 [4.3563e+08 7.6440e+07 0.0000e+00]
 [2.0830e+06 2.0830e+06 2.0830e+06]
 [0.0000e+00 0.0000e+00 0.0000e+00]
 [4.5000e+08 4.5000e+08 4.5000e+08]
 [1.7900e+09 1.7900e+09 1.7900e+09]]","2D array of the Ultimate Tensile Strength (UTS) of the materials. Each row represents a material, the three columns represent Xt12, Xt13 and Xt23."
materials.Xc,Pa,"[[0.0000e+00 0.0000e+00 0.0000e+00]
 [6.5360e+07 6.5360e+07 6.5360e+07]
 [3.7069e+08 8.2180e+07 0.0000e+00]
 [8.7821e+08 8.2180e+07 0.0000e+00]
 [7.0690e+07 7.0690e+07 7.0690e+07]
 [3.4310e+08 1.7471e+08 0.0000e+00]
 [1.5630e+06 1.5630e+06 1.5630e+06]
 [0.0000e+00 0.0000e+00 0.0000e+00]
 [4.5000e+08 4.5000e+08 4.5000e+08]
 [1.7900e+09 1.7900e+09 1.7900e+09]]","2D array of the Ultimate Compressive Strength (UCS) of the materials. Each row represents a material, the three columns represent Xc12, Xc13 and Xc23."
materials.S,Pa,"[[0.0000e+00 0.0000e+00 0.0000e+00]
 [3.6610e+07 3.6610e+07 3.6610e+07]
 [3.0170e+07 1.8970e+07 6.2100e+06]
 [3.0170e+07 1.8970e+07 6.2100e+06]
 [1.2446e+08 1.8970e+07 6.2100e+06]
 [8.5060e+07 1.8970e+07 6.2100e+06]
 [1.2500e+06 1.2500e+06 1.2500e+06]
 [0.0000e+00 0.0000e+00 0.0000e+00]
 [0.0000e+00 0.0000e+00 0.0000e+00]
 [0.0000e+00 0.0000e+00 0.0000e+00]]","2D array of the Ultimate Shear Strength (USS) of the materials. Each row represents a material, the three columns represent S12, S13 and S23."
materials.sigma_y,Pa,"[0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
 3.45e+08 1.65e+09]",Yield stress of the material (in the principle direction for composites).
materials.wohler_exp,,[ 1.   1.  10.  16.1 10.  10.   1.   1.   3.   1. ],Exponent of S-N Wohler fatigue curve in the form of S = A*N^-(1/m).
materials.wohler_intercept,,"[0.0000e+00 6.5360e+07 6.4023e+08 1.2852e+09 7.0690e+07 4.3563e+08
 2.0830e+06 0.0000e+00 4.5000e+08 1.7900e+09]","Stress-intercept (A) of S-N Wohler fatigue curve in the form of S = A*N^-(1/m), taken as ultimate stress unless otherwise specified."
materials.unit_cost,USD/kg,[ 7.23  7.23  1.87 20.08  3.    2.86 13.    3.63  0.7   2.  ],1D array of the unit costs of the materials.
materials.waste,,[0.25 0.25 0.05 0.05 0.15 0.15 0.2  0.   0.   0.  ],1D array of the non-dimensional waste fraction of the materials.
materials.roll_mass,kg,"[  0.       0.       0.       0.     181.4368 181.4368   0.       0.
   0.       0.    ]",1D array of the roll mass of the composite fabrics. Non-composite materials are kept at 0.
materials.orth,Unavailable,[0. 0. 1. 1. 1. 1. 0. 0. 0. 0.],1D array of flags to set whether a material is isotropic (0) or orthtropic (1). Each entry represents a material.
materials.ply_t,m,[0.0005 0.001  0.005  0.005  0.001  0.001  0.     0.     0.     0.    ],1D array of the ply thicknesses of the materials. Non-composite materials are kept at 0.
materials.fvf,,"[0.         0.         0.57       0.69230769 0.57       0.57
 0.         0.         0.         0.        ]",1D array of the non-dimensional fiber volume fraction of the composite materials. Non-composite materials are kept at 0.
materials.fwf,,"[0.         0.         0.74506827 0.77884615 0.74506827 0.74506827
 0.         0.         0.         0.        ]",1D array of the non-dimensional fiber weight- fraction of the composite materials. Non-composite materials are kept at 0.
airfoils.ac,,[0.5   0.316 0.316 0.282 0.266 0.265 0.228],1D array of the aerodynamic centers of each airfoil.
airfoils.r_thick,,[1.    0.5   0.36  0.301 0.241 0.211 0.18 ],1D array of the relative thicknesses of each airfoil.
airfoils.aoa,rad,"[-3.14159265 -3.08923278 -3.0368729  -2.98451302 -2.93215314 -2.87979327
 -2.82743339 -2.77507351 -2.72271363 -2.67035376 -2.61799388 -2.565634
 -2.51327412 -2.46091425 -2.40855437 -2.35619449 -2.30383461 -2.25147474
 -2.19911486 -2.14675498 -2.0943951  -2.04203522 -1.98967535 -1.93731547
 -1.88495559 -1.83259571 -1.78023584 -1.72787596 -1.67551608 -1.6231562
 -1.57079633 -1.51843645 -1.46607657 -1.41371669 -1.36135682 -1.30899694
 -1.25663706 -1.20427718 -1.15191731 -1.09955743 -1.04719755 -0.99483767
 -0.9424778  -0.89011792 -0.83775804 -0.78539816 -0.73303829 -0.68067841
 -0.62831853 -0.57595865 -0.52359878 -0.51302102 -0.50244327 -0.49186552
 -0.48128776 -0.47071001 -0.46013226 -0.4495545  -0.43897675 -0.428399
 -0.41782125 -0.40724349 -0.39666574 -0.38608799 -0.37551023 -0.36493248
 -0.35435473 -0.34377697 -0.33319922 -0.32262147 -0.31204371 -0.30146596
 -0.29088821 -0.28031046 -0.2697327  -0.25915495 -0.2485772  -0.23799944
 -0.22742169 -0.21684394 -0.20626618 -0.19568843 -0.18511068 -0.17453293
 -0.16395517 -0.15337742 -0.14279967 -0.13222191 -0.12164416 -0.11106641
 -0.10048865 -0.0899109  -0.07933315 -0.06875539 -0.05817764 -0.04759989
 -0.03702214 -0.02644438 -0.01586663 -0.00528888  0.00528888  0.01586663
  0.02644438  0.03702214  0.04759989  0.05817764  0.06875539  0.07933315
  0.0899109   0.10048865  0.11106641  0.12164416  0.13222191  0.14279967
  0.15337742  0.16395517  0.17453293  0.18511068  0.19568843  0.20626618
  0.21684394  0.22742169  0.23799944  0.2485772   0.25915495  0.2697327
  0.28031046  0.29088821  0.30146596  0.31204371  0.32262147  0.33319922
  0.34377697  0.35435473  0.36493248  0.37551023  0.38608799  0.39666574
  0.40724349  0.41782125  0.428399    0.43897675  0.4495545   0.46013226
  0.47071001  0.48128776  0.49186552  0.50244327  0.51302102  0.52359878
  0.57595865  0.62831853  0.68067841  0.73303829  0.78539816  0.83775804
  0.89011792  0.9424778   0.99483767  1.04719755  1.09955743  1.15191731
  1.20427718  1.25663706  1.30899694  1.36135682  1.41371669  1.46607657
  1.51843645  1.57079633  1.6231562   1.67551608  1.72787596  1.78023584
  1.83259571  1.88495559  1.93731547  1.98967535  2.04203522  2.0943951
  2.14675498  2.19911486  2.25147474  2.30383461  2.35619449  2.40855437
  2.46091425  2.51327412  2.565634    2.61799388  2.67035376  2.72271363
  2.77507351  2.82743339  2.87979327  2.93215314  2.98451302  3.0368729
  3.08923278  3.14159265]",1D array of the angles of attack used to define the polars of the airfoils. All airfoils defined in openmdao share this grid.
airfoils.Re,,[ 3000000.  5280000.  6000000.  9000000. 12000000.],1D array of the Reynolds numbers used to define the polars of the airfoils. All airfoils defined in openmdao share this grid.
airfoils.cl,,"[[[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  ...

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.12210045]
   [ 0.12210045]
   [ 0.12210045]
   [ 0.12210045]
   [ 0.12210045]]

  [[ 0.2442009 ]
   [ 0.2442009 ]
   [ 0.2442009 ]
   [ 0.2442009 ]
   [ 0.2442009 ]]

  ...

  [[-0.2442009 ]
   [-0.2442009 ]
   [-0.2442009 ]
   [-0.2442009 ]
   [-0.2442009 ]]

  [[-0.12210045]
   [-0.12210045]
   [-0.12210045]
   [-0.12210045]
   [-0.12210045]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.15752866]
   [ 0.16252143]
   [ 0.16409809]
   [ 0.16390195]
   [ 0.16463002]]

  [[ 0.31505733]
   [ 0.32504286]
   [ 0.32819619]
   [ 0.32780391]
   [ 0.32926005]]

  ...

  [[-0.31505733]
   [-0.32504286]
   [-0.32819619]
   [-0.32780391]
   [-0.32926005]]

  [[-0.15752866]
   [-0.16252143]
   [-0.16409809]
   [-0.16390195]
   [-0.16463002]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 ...


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.18171216]
   [ 0.18915503]
   [ 0.1915054 ]
   [ 0.19591372]
   [ 0.20035743]]

  [[ 0.36342432]
   [ 0.37831005]
   [ 0.38301081]
   [ 0.39182745]
   [ 0.40071486]]

  ...

  [[-0.36342432]
   [-0.37831005]
   [-0.38301081]
   [-0.39182745]
   [-0.40071486]]

  [[-0.18171216]
   [-0.18915503]
   [-0.1915054 ]
   [-0.19591372]
   [-0.20035743]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.17425642]
   [ 0.17776802]
   [ 0.17887695]
   [ 0.185995  ]
   [ 0.18966412]]

  [[ 0.34851285]
   [ 0.35553605]
   [ 0.3577539 ]
   [ 0.37199001]
   [ 0.37932825]]

  ...

  [[-0.34851285]
   [-0.35553605]
   [-0.3577539 ]
   [-0.37199001]
   [-0.37932825]]

  [[-0.17425642]
   [-0.17776802]
   [-0.17887695]
   [-0.185995  ]
   [-0.18966412]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.20244966]
   [ 0.20926705]
   [ 0.21141991]
   [ 0.21738108]
   [ 0.22104327]]

  [[ 0.40489932]
   [ 0.41853411]
   [ 0.42283983]
   [ 0.43476216]
   [ 0.44208654]]

  ...

  [[-0.40489932]
   [-0.41853411]
   [-0.42283983]
   [-0.43476216]
   [-0.44208654]]

  [[-0.20244966]
   [-0.20926705]
   [-0.21141991]
   [-0.21738108]
   [-0.22104327]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]]","4D array with the lift coefficients of the airfoils. Dimension 0 is along the different airfoils defined in the yaml, dimension 1 is along the angles of attack, dimension 2 is along the Reynolds number, dimension 3 is along the number of tabs, which may describe multiple sets at the same station, for example in presence of a flap."
airfoils.cd,,"[[[[0.5  ]
   [0.5  ]
   [0.5  ]
   [0.5  ]
   [0.5  ]]

  [[0.5  ]
   [0.5  ]
   [0.5  ]
   [0.5  ]
   [0.5  ]]

  [[0.5  ]
   [0.5  ]
   [0.5  ]
   [0.5  ]
   [0.5  ]]

  ...

  [[0.5  ]
   [0.5  ]
   [0.5  ]
   [0.5  ]
   [0.5  ]]

  [[0.5  ]
   [0.5  ]
   [0.5  ]
   [0.5  ]
   [0.5  ]]

  [[0.5  ]
   [0.5  ]
   [0.5  ]
   [0.5  ]
   [0.5  ]]]


 [[[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]

  [[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]

  [[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]

  ...

  [[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]

  [[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]

  [[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]]


 [[[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]

  [[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]

  [[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]

  ...

  [[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]

  [[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]

  [[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]]


 ...


 [[[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]

  [[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]

  [[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]

  ...

  [[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]

  [[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]

  [[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]]


 [[[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]

  [[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]

  [[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]

  ...

  [[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]

  [[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]

  [[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]]


 [[[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]

  [[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]

  [[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]

  ...

  [[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]

  [[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]

  [[0.001]
   [0.001]
   [0.001]
   [0.001]
   [0.001]]]]","4D array with the drag coefficients of the airfoils. Dimension 0 is along the different airfoils defined in the yaml, dimension 1 is along the angles of attack, dimension 2 is along the Reynolds number, dimension 3 is along the number of tabs, which may describe multiple sets at the same station, for example in presence of a flap."
airfoils.cm,,"[[[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  ...

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.11692555]
   [ 0.11692555]
   [ 0.11692555]
   [ 0.11692555]
   [ 0.11692555]]

  [[ 0.23385109]
   [ 0.23385109]
   [ 0.23385109]
   [ 0.23385109]
   [ 0.23385109]]

  ...

  [[-0.28869358]
   [-0.28869358]
   [-0.28869358]
   [-0.28869358]
   [-0.28869358]]

  [[-0.14434679]
   [-0.14434679]
   [-0.14434679]
   [-0.14434679]
   [-0.14434679]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.12      ]
   [ 0.12      ]
   [ 0.12      ]
   [ 0.12      ]
   [ 0.12      ]]

  [[ 0.24      ]
   [ 0.24      ]
   [ 0.24      ]
   [ 0.24      ]
   [ 0.24      ]]

  ...

  [[-0.3       ]
   [-0.3       ]
   [-0.3       ]
   [-0.3       ]
   [-0.3       ]]

  [[-0.15      ]
   [-0.15      ]
   [-0.15      ]
   [-0.15      ]
   [-0.15      ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 ...


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.12      ]
   [ 0.12      ]
   [ 0.12      ]
   [ 0.12      ]
   [ 0.12      ]]

  [[ 0.24      ]
   [ 0.24      ]
   [ 0.24      ]
   [ 0.24      ]
   [ 0.24      ]]

  ...

  [[-0.3       ]
   [-0.3       ]
   [-0.3       ]
   [-0.3       ]
   [-0.3       ]]

  [[-0.15      ]
   [-0.15      ]
   [-0.15      ]
   [-0.15      ]
   [-0.15      ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.12      ]
   [ 0.12      ]
   [ 0.12      ]
   [ 0.12      ]
   [ 0.12      ]]

  [[ 0.24      ]
   [ 0.24      ]
   [ 0.24      ]
   [ 0.24      ]
   [ 0.24      ]]

  ...

  [[-0.3       ]
   [-0.3       ]
   [-0.3       ]
   [-0.3       ]
   [-0.3       ]]

  [[-0.15      ]
   [-0.15      ]
   [-0.15      ]
   [-0.15      ]
   [-0.15      ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]


 [[[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]

  [[ 0.12      ]
   [ 0.12      ]
   [ 0.12      ]
   [ 0.12      ]
   [ 0.12      ]]

  [[ 0.24      ]
   [ 0.24      ]
   [ 0.24      ]
   [ 0.24      ]
   [ 0.24      ]]

  ...

  [[-0.3       ]
   [-0.3       ]
   [-0.3       ]
   [-0.3       ]
   [-0.3       ]]

  [[-0.15      ]
   [-0.15      ]
   [-0.15      ]
   [-0.15      ]
   [-0.15      ]]

  [[ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]
   [ 0.        ]]]]","4D array with the moment coefficients of the airfoils. Dimension 0 is along the different airfoils defined in the yaml, dimension 1 is along the angles of attack, dimension 2 is along the Reynolds number, dimension 3 is along the number of tabs, which may describe multiple sets at the same station, for example in presence of a flap."
airfoils.coord_xy,,"[[[ 1.00000000e+00  0.00000000e+00]
  [ 9.99429684e-01 -2.22597407e-02]
  [ 9.98063018e-01 -4.44580349e-02]
  ...
  [ 9.98120489e-01  4.38394581e-02]
  [ 9.99443038e-01  2.19496514e-02]
  [ 1.00000000e+00 -3.99929253e-18]]

 [[ 1.00000000e+00 -9.70000080e-03]
  [ 9.72814821e-01 -1.34271661e-02]
  [ 9.46027311e-01 -1.93111175e-02]
  ...
  [ 9.53709610e-01  3.92185257e-02]
  [ 9.77051006e-01  2.52011977e-02]
  [ 1.00000000e+00  1.05000009e-02]]

 [[ 1.00000000e+00 -7.00000069e-04]
  [ 9.74085396e-01 -2.58383565e-03]
  [ 9.48123482e-01 -3.51119300e-03]
  ...
  [ 9.50802168e-01  2.72787770e-02]
  [ 9.75412980e-01  2.01917140e-02]
  [ 1.00000000e+00  1.29800013e-02]]

 ...

 [[ 1.00000000e+00  4.25000005e-03]
  [ 9.82343459e-01 -7.44795812e-04]
  [ 9.57832160e-01  2.09748789e-03]
  ...
  [ 9.52346202e-01  1.38691659e-02]
  [ 9.76159823e-01  9.05592971e-03]
  [ 1.00000000e+00  4.25000005e-03]]

 [[ 1.00000000e+00  9.40000193e-04]
  [ 9.76796386e-01  1.78959118e-03]
  [ 9.52789587e-01  3.69235436e-03]
  ...
  [ 9.52386679e-01  9.04801677e-03]
  [ 9.76167957e-01  4.91788955e-03]
  [ 1.00000000e+00  9.40000193e-04]]

 [[ 1.00000001e+00  0.00000000e+00]
  [ 9.76685172e-01  3.75162959e-03]
  [ 9.53182649e-01  5.77797312e-03]
  ...
  [ 9.52998468e-01  1.22858505e-02]
  [ 9.76506126e-01  6.21827841e-03]
  [ 1.00000001e+00  2.13114815e-20]]]",3D array of the x and y airfoil coordinates of the n_af airfoils.
airfoils.name,Unavailable,"['circular', 'SNL-FFA-W3-500', 'FFA-W3-360', 'FFA-W3-301', 'FFA-W3-241', 'FFA-W3-211', 'NACA63-618']",1D array of names of airfoils.
configuration.rated_power,W,[5000000.],Electrical rated power of the generator.
configuration.lifetime,year,[25.],Turbine design lifetime.
configuration.rotor_diameter_user,m,[206.],Diameter of the rotor specified by the user. It is defined as two times the blade length plus the hub diameter.
configuration.hub_height_user,m,[140.],Height of the hub center over the ground (land-based) or the mean sea level (offshore) specified by the user.
configuration.ws_class,Unavailable,III,"IEC wind turbine class. I - offshore, II coastal, III - land-based, IV - low wind speed site."
configuration.turb_class,Unavailable,A,"IEC wind turbine category. A - high turbulence intensity (land-based), B - mid turbulence, C - low turbulence (offshore)."
configuration.gearbox_type,Unavailable,constant_eff,"Gearbox configuration (geared, direct-drive, etc.)."
configuration.rotor_orientation,Unavailable,upwind,"Rotor orientation, either upwind or downwind."
configuration.upwind,Unavailable,True,Convenient boolean for upwind (True) or downwind (False).
configuration.n_blades,Unavailable,3,Number of blades of the rotor.
hub.cone,rad,[0.03490659],Cone angle of the rotor. It defines the angle between the rotor plane and the blade pitch axis. A standard machine has positive values.
hub.flange_t2shell_t,,[4.],
hub.flange_OD2hub_D,,[0.5],
hub.flange_ID2flange_OD,,[0.8],
hub.hub_stress_concentration,,[2.5],
hub.clearance_hub_spinner,m,[0.75],
hub.spin_hole_incr,,[1.2],
hub.pitch_system_scaling_factor,,[0.54],
hub.spinner_gust_ws,m/s,[70.],
hub.hub_in2out_circ,,[1.2],
hub.n_front_brackets,Unavailable,3,
hub.n_rear_brackets,Unavailable,3,
hub.hub_material,Unavailable,steel,
hub.spinner_material,Unavailable,glass_biax,
hub.radius,m,[3.],Radius of the hub. It defines the distance of the blade root from the rotor center along the coned line.
control.V_in,m/s,[4.],Cut in wind speed. This is the wind speed where region II begins.
control.V_out,m/s,[25.],Cut out wind speed. This is the wind speed where region III ends.
control.minOmega,rad/s,[0.],Minimum allowed rotor speed.
control.maxOmega,rad/s,[2.],Maximum allowed rotor speed.
control.max_TS,m/s,[85.],Maximum allowed blade tip speed.
control.max_pitch_rate,rad/s,[0.03488889],Maximum allowed blade pitch rate
control.max_torque_rate,N*m/s,[4500000.],Maximum allowed generator torque rate
control.rated_TSR,,[10.5],Constant tip speed ratio in region II.
control.rated_pitch,rad,[0.],Constant pitch angle in region II.
blade.opt_var.s_opt_twist,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",
blade.opt_var.s_opt_chord,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",
blade.opt_var.twist_opt,rad,"[ 0.3491      0.32625117  0.30085553  0.27319561  0.24355395  0.2057759
  0.15761451  0.11369865  0.08888556  0.08740227  0.08747036  0.08755246
  0.08760935  0.08649735  0.08026523  0.07090719  0.06112253  0.05334186
  0.04683973  0.04037517  0.03298558  0.02356245  0.0096627  -0.00714598
 -0.02406408 -0.03833817 -0.05056212 -0.06194147 -0.07234987 -0.08166095]",
blade.opt_var.chord_opt,m,"[4.5        4.51653455 4.59255455 4.72026865 4.75       4.75
 4.75       4.75       4.75       4.75       4.75       4.7
 4.64       4.48       4.30815493 4.07109567 3.83078655 3.59377787
 3.3535724  3.10972681 2.86394905 2.61780457 2.37255549 2.12536608
 1.87360817 1.6133977  1.34551447 1.07050448 0.78813172 0.5       ]",
blade.opt_var.af_position,,"[0.         0.02       0.18       0.29632121 0.4824137  0.76458948
 0.87235063 1.        ]",
blade.opt_var.s_opt_spar_cap_ss,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",
