variables,units,values,description
towerse.cm.rho,kg/m**3,"[7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.]",
towerse.cm.outfitting_factor,,"[1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07]",
towerse.cm.material_cost_rate,USD/kg,"[0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7
 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7
 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7
 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7
 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7
 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7
 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7]",
towerse.labor_cost_rate,USD/min,[0.98],
towerse.painting_cost_rate,USD/m**2,[30.],
towerse.tm.cylinder_mass,kg,"[2.16449412e+05 2.16449412e+05 2.16449412e+05 1.20249673e+04
 1.20249673e+04 1.20249673e+04 1.20249673e+04 1.20249673e+04
 1.20249673e+04 4.72821467e+00 4.72821467e+00 4.72821467e+00
 2.32274874e+04 2.32274874e+04 2.32274874e+04 4.56254766e+00
 4.56254766e+00 4.56254766e+00 2.23887819e+04 2.23887819e+04
 2.23887819e+04 4.39292327e+00 4.39292327e+00 4.39292327e+00
 2.15315792e+04 2.15315792e+04 2.15315792e+04 4.22020239e+00
 4.22020239e+00 4.22020239e+00 2.06619161e+04 2.06619161e+04
 2.06619161e+04 4.04663260e+00 4.04663260e+00 4.04663260e+00
 1.97962293e+04 1.97962293e+04 1.97962293e+04 3.87385874e+00
 3.87385874e+00 3.87385874e+00 1.89345240e+04 1.89345240e+04
 1.89345240e+04 3.73199363e+00 3.73199363e+00 3.73199363e+00
 1.83779123e+04 1.83779123e+04 1.83779123e+04 3.62501151e+00
 3.62501151e+00 3.62501151e+00 1.78649222e+04 1.78649222e+04
 1.78649222e+04 3.50599565e+01 3.50599565e+01 3.50599565e+01
 4.46632763e+04 4.46632763e+04 4.46632763e+04 3.30646402e+01
 3.30646402e+01 3.30646402e+01 4.11870878e+04 4.10849949e+04
 4.09829019e+04 3.03574740e+01 3.03574740e+01 3.03574740e+01
 3.76277395e+04 3.70103079e+04 3.63928764e+04 2.71281615e+01
 2.71281615e+01 2.71281615e+01 3.40230883e+04 3.32799448e+04
 3.25368013e+04 2.41928375e+01 2.41928375e+01 2.41928375e+01
 3.02913585e+04 2.94988010e+04 2.87062435e+04 2.12255113e+01
 2.12255113e+01 2.12255113e+01 2.64147252e+04 2.55766414e+04
 2.47385576e+04 1.81167349e+01 1.81167349e+01 1.81167349e+01
 2.24998820e+04 2.20045272e+04 2.15091724e+04 1.54076303e+01
 1.54076303e+01 1.54076303e+01 1.86938041e+04 1.85475207e+04
 1.84012374e+04 1.31772286e+01 1.31772286e+01 1.31772286e+01
 1.58364132e+04 1.56977014e+04 1.55589896e+04 1.28292596e+01
 1.28292596e+01 1.28292596e+01 1.69658071e+04 1.69035092e+04
 1.68412112e+04]",
towerse.tm.cylinder_cost,USD,[5657064.12587821],
towerse.tm.cylinder_center_of_mass,m,[8.88280775],
towerse.tm.cylinder_section_center_of_mass,m,"[-6.75000000e+01 -5.25000000e+01 -3.75000000e+01 -2.95833333e+01
 -2.87500000e+01 -2.79166667e+01 -2.70833333e+01 -2.62500000e+01
 -2.54166667e+01 -2.49998333e+01 -2.49995000e+01 -2.49991667e+01
 -2.41658333e+01 -2.24995000e+01 -2.08331667e+01 -1.99998333e+01
 -1.99995000e+01 -1.99991667e+01 -1.91658333e+01 -1.74995000e+01
 -1.58331667e+01 -1.49998333e+01 -1.49995000e+01 -1.49991667e+01
 -1.41658333e+01 -1.24995000e+01 -1.08331667e+01 -9.99983333e+00
 -9.99950000e+00 -9.99916667e+00 -9.16583333e+00 -7.49950000e+00
 -5.83316667e+00 -4.99983333e+00 -4.99950000e+00 -4.99916667e+00
 -4.16583333e+00 -2.49950000e+00 -8.33166667e-01  1.66666667e-04
  5.00000000e-04  8.33333333e-04  8.34166667e-01  2.50050000e+00
  4.16683333e+00  5.00016667e+00  5.00050000e+00  5.00083333e+00
  5.83416667e+00  7.50050000e+00  9.16683333e+00  1.00001667e+01
  1.00005000e+01  1.00008333e+01  1.08341667e+01  1.25005000e+01
  1.41668333e+01  1.50016667e+01  1.50050000e+01  1.50083333e+01
  1.71750000e+01  2.15050000e+01  2.58350000e+01  2.80016667e+01
  2.80050000e+01  2.80083333e+01  3.01741056e+01  3.45041034e+01
  3.88341011e+01  4.10016667e+01  4.10050000e+01  4.10083333e+01
  4.31690791e+01  4.74989803e+01  5.18288782e+01  5.40016667e+01
  5.40050000e+01  5.40083333e+01  5.61671186e+01  6.04969426e+01
  6.48267585e+01  6.70016667e+01  6.70050000e+01  6.70083333e+01
  6.91655590e+01  7.34953053e+01  7.78250377e+01  8.00016667e+01
  8.00050000e+01  8.00083333e+01  8.21635515e+01  8.64931764e+01
  9.08227758e+01  9.30016667e+01  9.30050000e+01  9.30083333e+01
  9.51670559e+01  9.94968771e+01  1.03826690e+02  1.06001667e+02
  1.06005000e+02  1.06008333e+02  1.08172176e+02  1.12502154e+02
  1.16832132e+02  1.19001667e+02  1.19005000e+02  1.19008333e+02
  1.21171839e+02  1.25501812e+02  1.29831783e+02  1.32001667e+02
  1.32005000e+02  1.32008333e+02  1.34071404e+02  1.38196733e+02
  1.42322062e+02]",
towerse.tm.cylinder_I_base,kg*m**2,"[2.1370896e+10 2.1370896e+10 4.6245688e+07 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",
towerse.transition_piece_height,m,[15.],
towerse.transition_piece_mass,kg,[100000.],
towerse.transition_piece_cost,USD,[0.],
towerse.gravity_foundation_mass,kg,[0.],
towerse.rna_mass,kg,[959305.24914054],
towerse.rna_I,kg*m**2,"[3.84250471e+08 2.60274437e+08 2.41629921e+08 7.86163591e+02
 1.45830264e+07 1.70976373e+05]",
towerse.rna_cg,m,[-6.57895391 -0.09851018  4.52895251],
towerse.tower_mass,kg,[853493.35260216],
towerse.monopile_mass,kg,[1309947.64091787],
towerse.tower_center_of_mass,m,[9.16556065],
towerse.tower_I_base,kg*m**2,"[2.2180896e+10 2.2180896e+10 4.6245688e+07 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",
towerse.wind.Uref,m/s,[19.6999067],
towerse.wind_reference_height,m,[150.],
towerse.wind.z,m,"[-7.50000000e+01 -6.00000000e+01 -4.50000000e+01 -3.00000000e+01
 -2.91666667e+01 -2.83333333e+01 -2.75000000e+01 -2.66666667e+01
 -2.58333333e+01 -2.50000000e+01 -2.49996667e+01 -2.49993333e+01
 -2.49990000e+01 -2.33326667e+01 -2.16663333e+01 -2.00000000e+01
 -1.99996667e+01 -1.99993333e+01 -1.99990000e+01 -1.83326667e+01
 -1.66663333e+01 -1.50000000e+01 -1.49996667e+01 -1.49993333e+01
 -1.49990000e+01 -1.33326667e+01 -1.16663333e+01 -1.00000000e+01
 -9.99966667e+00 -9.99933333e+00 -9.99900000e+00 -8.33266667e+00
 -6.66633333e+00 -5.00000000e+00 -4.99966667e+00 -4.99933333e+00
 -4.99900000e+00 -3.33266667e+00 -1.66633333e+00  0.00000000e+00
  3.33333333e-04  6.66666667e-04  1.00000000e-03  1.66733333e+00
  3.33366667e+00  5.00000000e+00  5.00033333e+00  5.00066667e+00
  5.00100000e+00  6.66733333e+00  8.33366667e+00  1.00000000e+01
  1.00003333e+01  1.00006667e+01  1.00010000e+01  1.16673333e+01
  1.33336667e+01  1.50000000e+01  1.50033333e+01  1.50066667e+01
  1.50100000e+01  1.93400000e+01  2.36700000e+01  2.80000000e+01
  2.80033333e+01  2.80066667e+01  2.80100000e+01  3.23400000e+01
  3.66700000e+01  4.10000000e+01  4.10033333e+01  4.10066667e+01
  4.10100000e+01  4.53400000e+01  4.96700000e+01  5.40000000e+01
  5.40033333e+01  5.40066667e+01  5.40100000e+01  5.83400000e+01
  6.26700000e+01  6.70000000e+01  6.70033333e+01  6.70066667e+01
  6.70100000e+01  7.13400000e+01  7.56700000e+01  8.00000000e+01
  8.00033333e+01  8.00066667e+01  8.00100000e+01  8.43400000e+01
  8.86700000e+01  9.30000000e+01  9.30033333e+01  9.30066667e+01
  9.30100000e+01  9.73400000e+01  1.01670000e+02  1.06000000e+02
  1.06003333e+02  1.06006667e+02  1.06010000e+02  1.10340000e+02
  1.14670000e+02  1.19000000e+02  1.19003333e+02  1.19006667e+02
  1.19010000e+02  1.23340000e+02  1.27670000e+02  1.32000000e+02
  1.32003333e+02  1.32006667e+02  1.32010000e+02  1.36135333e+02
  1.40260667e+02  1.44386000e+02]",
towerse.z0,m,[0.],
towerse.shearExp,,[0.12],
towerse.wind.windLoads.U,m/s,"[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          4.13122328  4.48954436
  4.71338829 11.48089936 12.47624455 13.09813972 13.0982445  13.09834928
 13.09845404 13.55836991 13.92622967 14.23420506 14.234262   14.23431894
 14.23437587 14.50006039 14.73422066 14.94390745 14.94430592 14.9447043
 14.94510261 15.40664212 15.7847246  16.10616641 16.10639649 16.10662654
 16.10685657 16.38709684 16.63606189 16.86037699 16.86054148 16.86070595
 16.86087041 17.06518497 17.25299583 17.42691325 17.42704234 17.42717141
 17.42730049 17.58932564 17.74109337 17.88389842 17.88400519 17.88411195
 17.88421871 18.01910395 18.1469677  18.26854741 18.26863875 18.26873009
 18.26882142 18.38472973 18.49551477 18.6016373  18.6017173  18.6017973
 18.60187731 18.70372805 18.80166702 18.89600182 18.89607312 18.89614442
 18.89621572 18.98721096 19.07511635 19.16014774 19.16021215 19.16027655
 19.16034095 19.24268593 19.32252515 19.40001608 19.40007487 19.40013365
 19.40019244 19.47196236 19.54184328 19.60993835]",
towerse.wind.d,m,"[10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.          9.97533333  9.95066667  9.926       9.926       9.926
  9.926       9.765       9.604       9.443       9.443       9.443
  9.443       9.23966667  9.03633333  8.833       8.833       8.833
  8.833       8.60566667  8.37833333  8.151       8.151       8.151
  8.151       7.89733333  7.64366667  7.39        7.39        7.39
  7.39        7.22966667  7.06933333  6.909       6.909       6.909
  6.909       6.85533333  6.80166667  6.748       6.748       6.748
  6.748       6.68933333  6.63066667  6.572       6.572       6.572
  6.572       6.548       6.524       6.5       ]",
towerse.beta_wind,deg,[0.],
towerse.rho_air,kg/m**3,[1.225],
towerse.mu_air,kg/m/s,[1.81e-05],
towerse.cd_usr,,[-1.],
towerse.rho_water,kg/m**3,[1025.],
towerse.Uc,m/s,[0.],mean current speed
towerse.Hsig_wave,m,[4.52],
towerse.Tsig_wave,s,[9.45],
towerse.wind.waveLoads.U,m/s,"[0.         0.         0.         0.70923173 0.70984378 0.71168097
 0.71474648 0.71904559 0.72458574 0.73137647 0.73137944 0.73138241
 0.73138538 0.74876675 0.77131758 0.79919357 0.79919969 0.79920581
 0.79921193 0.8326089  0.87175417 0.916918   0.91692766 0.91693732
 0.91694697 0.96844508 1.0266293  1.09190133 1.09191512 1.09192892
 1.09194272 1.16475787 1.24561447 1.33507075 1.33508955 1.33510834
 1.33512714 1.43380643 1.54238468 1.6616115  0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",
towerse.wind.waveLoads.A,m/s**2,"[0.         0.         0.         0.4715592  0.47196614 0.47318766
 0.47522588 0.47808431 0.48176788 0.48628295 0.48628493 0.4862869
 0.48628887 0.49784553 0.51283929 0.53137368 0.53137775 0.53138182
 0.53138589 0.55359111 0.57961831 0.60964717 0.60965359 0.60966001
 0.60966643 0.64390687 0.68259282 0.72599136 0.72600054 0.72600971
 0.72601888 0.77443275 0.82819328 0.88767163 0.88768413 0.88769663
 0.88770912 0.95331974 1.02551204 1.10478444 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",
towerse.wind.waveLoads.p,N/m**2,"[     0.              0.              0.         311240.75625003
 302872.88348263 294521.76003879 286187.42926848 277869.9635048
 269569.46418878 261286.06204451 261282.75212484 261279.44220793
 261276.13229379 244764.62807079 228323.7970144  211955.76760966
 211952.50079895 211949.23399126 211945.96718658 195653.41670065
 179439.4529141  163307.77059605 163304.55212021 163301.33364783
 163298.11517891 147253.03050183 131299.35357016 115442.57616473
 115439.41426804 115436.25237548 115433.09048703  99679.43721825
  84035.72089152  68509.57324538  68506.47970533  68503.38617032
  68500.29264036  53100.23543208  37835.5096082   22716.363445
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.        ]",
towerse.beta_wave,deg,[0.],
towerse.mu_water,kg/m/s,[0.0013351],
towerse.cm,,[0.],
towerse.wind.distLoads.windLoads_Px,N/m,"[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
   62.17121375   75.62757229   84.64997631  568.93330704  669.77137257
  737.03203057  737.04364896  737.05526677  737.06688399  789.01456242
  831.95909337  868.89134274  868.89825425  868.90516558  868.91207675
  901.50587799  930.80569886  957.50680874  957.55796988  957.60912262
  957.66026697 1018.01385918 1069.10987055 1113.75624146 1113.78860081
 1113.82095735 1113.85331108 1150.74034403 1183.69212801 1213.47037422
 1213.49466998 1213.51896431 1213.54325721 1222.69865224 1228.81414353
 1232.30917473 1232.32783201 1232.34648844 1232.36514405 1227.72512549
 1220.93481931 1212.24203193 1212.25668967 1212.27134687 1212.28600354
 1198.49071932 1183.12658226 1166.3461236  1166.35780215 1166.36948034
 1166.38115818 1144.51271965 1121.42472311 1097.20272976 1097.2120727
 1097.22141539 1097.23075782 1085.60523044 1073.14478326 1059.89909732
 1059.90697651 1059.91485552 1059.92273434 1061.93896013 1063.50988645
 1064.66158558 1064.66863051 1064.67567529 1064.68271993 1064.66768134
 1064.26630182 1063.49853961 1063.50487799 1063.51121625 1063.51755439
 1067.48714574 1071.22533973 1074.74301834]",
towerse.wind.distLoads.windLoads_Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",
towerse.wind.distLoads.windLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",
towerse.wind.distLoads.windLoads_qdyn,N/m**2,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
  10.45354103  12.34555525  13.60731785  80.73426824  95.33971533
 105.08127423 105.08295549 105.08463666 105.08631775 112.59550414
 118.7881721  124.10021372 124.10120651 124.10219927 124.10319201
 128.77919762 132.97207073 136.78372657 136.79102109 136.79831438
 136.80560643 145.38583067 152.60898762 158.88776532 158.89230477
 158.8968438  158.90138243 164.47887739 169.51461508 174.11679124
 174.12018854 174.12358562 174.1269825  178.37257966 182.32034242
 186.01459962 186.01735533 186.02011091 186.02286636 189.49793048
 192.7821663  195.89821649 195.90055553 195.90289448 195.90523334
 198.87146574 201.70386753 204.41564252 204.41768665 204.41973071
 204.4217747  207.02395095 209.52649084 211.93780742 211.93963052
 211.94145356 211.94327656 214.27053377 216.52039319 218.69856686
 218.70021739 218.70186789 218.70351834 220.81493532 222.86428911
 224.85564767 224.85715929 224.85867088 224.86018243 226.79708902
 228.68298659 230.52088218 230.52227926 230.52367632 230.52507335
 232.23385726 233.90372876 235.53668036]",
towerse.wind.distLoads.windLoads_z,m,"[-7.50000000e+01 -6.00000000e+01 -4.50000000e+01 -3.00000000e+01
 -2.91666667e+01 -2.83333333e+01 -2.75000000e+01 -2.66666667e+01
 -2.58333333e+01 -2.50000000e+01 -2.49996667e+01 -2.49993333e+01
 -2.49990000e+01 -2.33326667e+01 -2.16663333e+01 -2.00000000e+01
 -1.99996667e+01 -1.99993333e+01 -1.99990000e+01 -1.83326667e+01
 -1.66663333e+01 -1.50000000e+01 -1.49996667e+01 -1.49993333e+01
 -1.49990000e+01 -1.33326667e+01 -1.16663333e+01 -1.00000000e+01
 -9.99966667e+00 -9.99933333e+00 -9.99900000e+00 -8.33266667e+00
 -6.66633333e+00 -5.00000000e+00 -4.99966667e+00 -4.99933333e+00
 -4.99900000e+00 -3.33266667e+00 -1.66633333e+00  0.00000000e+00
  3.33333333e-04  6.66666667e-04  1.00000000e-03  1.66733333e+00
  3.33366667e+00  5.00000000e+00  5.00033333e+00  5.00066667e+00
  5.00100000e+00  6.66733333e+00  8.33366667e+00  1.00000000e+01
  1.00003333e+01  1.00006667e+01  1.00010000e+01  1.16673333e+01
  1.33336667e+01  1.50000000e+01  1.50033333e+01  1.50066667e+01
  1.50100000e+01  1.93400000e+01  2.36700000e+01  2.80000000e+01
  2.80033333e+01  2.80066667e+01  2.80100000e+01  3.23400000e+01
  3.66700000e+01  4.10000000e+01  4.10033333e+01  4.10066667e+01
  4.10100000e+01  4.53400000e+01  4.96700000e+01  5.40000000e+01
  5.40033333e+01  5.40066667e+01  5.40100000e+01  5.83400000e+01
  6.26700000e+01  6.70000000e+01  6.70033333e+01  6.70066667e+01
  6.70100000e+01  7.13400000e+01  7.56700000e+01  8.00000000e+01
  8.00033333e+01  8.00066667e+01  8.00100000e+01  8.43400000e+01
  8.86700000e+01  9.30000000e+01  9.30033333e+01  9.30066667e+01
  9.30100000e+01  9.73400000e+01  1.01670000e+02  1.06000000e+02
  1.06003333e+02  1.06006667e+02  1.06010000e+02  1.10340000e+02
  1.14670000e+02  1.19000000e+02  1.19003333e+02  1.19006667e+02
  1.19010000e+02  1.23340000e+02  1.27670000e+02  1.32000000e+02
  1.32003333e+02  1.32006667e+02  1.32010000e+02  1.36135333e+02
  1.40260667e+02  1.44386000e+02]",
towerse.wind.distLoads.windLoads_beta,deg,[0.],
towerse.wind.distLoads.waveLoads_Px,N/m,"[    0.             0.             0.          1818.14742973
  1821.38559962  1831.11913632  1847.40524317  1870.33966971
  1900.05734017  1936.73325829  1936.74934831  1936.76543949
  1936.78153181  2031.91190798  2158.02810404  2318.14225873
  2318.17793169  2318.21360616  2318.24928214  2516.25557316
  2757.00435806  3046.56765615  3046.63093918  3046.69422445
  3046.75751198  3392.71713193  3804.43301427  4293.64255402
  4293.74909372  4293.85563711  4293.96218418  4875.48097549
  5567.92905717  6395.07819116  6395.25903008  6395.43987558
  6395.62072766  7388.02211616  8584.76664216 10036.47337869
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.        ]",
towerse.wind.distLoads.waveLoads_Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",
towerse.wind.distLoads.waveLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",
towerse.wind.distLoads.waveLoads_qdyn,N/m**2,"[     0.              0.              0.         311498.54869554
 303131.12105389 294781.33606164 286449.24631309 278134.93961948
 269838.53924068 261560.20421103 261556.89651636 261553.58882462
 261550.28113579 245051.96203954 228628.6990574  212283.10666939
 212279.84487306 212276.58307997 212273.32129012 196008.70096073
 179828.93002322 163738.64914165 163735.43974167 163732.23034548
 163729.02095309 147733.6970116  131839.51202376 116053.60352768
 116050.45707077 116047.31061851 116044.1641709  100374.7259248
  84830.89303684  69423.06037414  69419.99255467  69416.92474111
  69413.85693345  54153.83338678  39054.72173961  24131.35174114
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.        ]",
