variables,units,values,description
towerse.section_rho,kg/m**3,"[7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800.]",
towerse.section_E,Pa,"[2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11]",
towerse.section_G,Pa,"[7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10]",
towerse.tower.rna_F,N,"[[ 2014771.55880523]
 [   53584.54798152]
 [-2295511.10160748]]",
towerse.tower.rna_M,N*m,"[[15594096.40066417]
 [ 6928947.96180415]
 [ 1671178.23737861]]",
towerse.Px,N/m,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
towerse.Py,N/m,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
towerse.Pz,N/m,"[[   0.        ]
 [-219.71095767]
 [-300.99497402]
 [-358.72229124]
 [-405.25243594]
 [-444.8514174 ]
 [-479.65043955]
 [-510.91100639]
 [-539.43511508]
 [-565.76814547]
 [-590.29983016]
 [-613.31950223]
 [-635.04856224]
 [-655.66065415]
 [-675.29478055]
 [-694.0641502 ]
 [-712.06233521]
 [-729.36767101]
 [-746.04647323]
 [-762.15543686]
 [-777.74345721]
 [-792.85303357]
 [-807.52136632]
 [-821.78122514]
 [-835.66164394]
 [-844.20777922]
 [-852.27316241]
 [-859.88310415]
 [-855.05835462]
 [-849.45538676]
 [-843.09657237]]",
towerse.post.cylinder_Fz,N,"[[-9712045.9883983 ]
 [-9279209.51895067]
 [-8846058.81434698]
 [-8458191.87624954]
 [-8070130.24321159]
 [-7681900.43361283]
 [-7337088.72960731]
 [-6992141.8822246 ]
 [-6647071.03047008]
 [-6340139.68352058]
 [-6033100.84637659]
 [-5725960.85461905]
 [-5454356.72543475]
 [-5182661.61968139]
 [-4910879.70294832]
 [-4674533.76726448]
 [-4438108.02809554]
 [-4201605.46780037]
 [-4000144.25420559]
 [-3798611.38949521]
 [-3597009.13306538]
 [-3428325.18127202]
 [-3259575.83723264]
 [-3090762.88213957]
 [-2949291.46485962]
 [-2808623.08248998]
 [-2668759.85148994]
 [-2541774.05237834]
 [-2417356.63930835]
 [-2295511.10160748]]",
towerse.post.cylinder_Vx,N,"[[2014910.4499351 ]
 [2015167.76929928]
 [2015416.90979534]
 [2015577.81273347]
 [2015809.94188577]
 [2016033.67694825]
 [2016095.88599199]
 [2016302.40589571]
 [2016500.41011477]
 [2016488.41264021]
 [2016669.13505936]
 [2016841.2635051 ]
 [2016755.99397033]
 [2016910.80883402]
 [2017056.97881639]
 [2016887.80231363]
 [2017016.6620968 ]
 [2017136.84437144]
 [2016890.04458982]
 [2016992.94831389]
 [2017087.15046215]
 [2016788.12892902]
 [2016865.07836562]
 [2016933.30144429]
 [2016638.63401097]
 [2016678.65698618]
 [2016710.0381912 ]
 [2016564.90396947]
 [2016554.32137811]
 [2016534.46325654]]",
towerse.post.cylinder_Vy,N,"[[53580.72258637]
 [53572.48790446]
 [53564.02471699]
 [53557.97379704]
 [53549.07624523]
 [53539.95711171]
 [53536.17022288]
 [53526.62535648]
 [53516.86338996]
 [53514.96336905]
 [53504.77949677]
 [53494.38197919]
 [53494.86662949]
 [53484.04919906]
 [53473.02083244]
 [53477.10949787]
 [53465.6601506 ]
 [53454.00187316]
 [53462.41313368]
 [53450.32761634]
 [53438.03452452]
 [53450.53549186]
 [53437.80246591]
 [53424.86265212]
 [53438.65729   ]
 [53426.03008462]
 [53413.10927001]
 [53415.17618084]
 [53403.64825343]
 [53391.5682326 ]]",
towerse.post.cylinder_Mxx,N*m,"[[ 9069584.86672918]
 [ 9311815.85272158]
 [ 9552502.81375628]
 [ 9791669.85841765]
 [10029311.10165137]
 [10265548.00961271]
 [10500406.99524796]
 [10733857.36830211]
 [10966034.11003415]
 [11196973.66636313]
 [11426632.85652795]
 [11655160.09450161]
 [11882595.70900007]
 [12108872.67307808]
 [12334152.52679917]
 [12558467.69986762]
 [12781703.36189038]
 [13004033.54184802]
 [13225474.44393007]
 [13445848.05803365]
 [13665340.20519057]
 [13883946.80202757]
 [14101424.6764871 ]
 [14317970.89621998]
 [14533569.45391771]
 [14747924.38700128]
 [14961191.37292194]
 [15173394.58365171]
 [15384355.37479475]
 [15594102.65618448]]",
towerse.post.cylinder_Myy,N*m,"[[2.83369715e+08]
 [2.74087718e+08]
 [2.64760650e+08]
 [2.55391906e+08]
 [2.45984398e+08]
 [2.36543985e+08]
 [2.27073722e+08]
 [2.17575539e+08]
 [2.08054798e+08]
 [1.98514428e+08]
 [1.88955771e+08]
 [1.79383680e+08]
 [1.69800807e+08]
 [1.60207798e+08]
 [1.50608990e+08]
 [1.41006619e+08]
 [1.31400437e+08]
 [1.21794290e+08]
 [1.12190011e+08]
 [1.02586564e+08]
 [9.29873270e+07]
 [8.33938499e+07]
 [7.38046590e+07]
 [6.42226975e+07]
 [5.46494367e+07]
 [4.50835358e+07]
 [3.55272953e+07]
 [2.59823903e+07]
 [1.64490707e+07]
 [6.92895265e+06]]",
towerse.post.cylinder_Mzz,N*m,"[[1671351.24754016]
 [1671343.87635397]
 [1671336.49362754]
 [1671346.89223343]
 [1671339.4966287 ]
 [1671332.09737715]
 [1671343.3228981 ]
 [1671335.91212905]
 [1671328.49852122]
 [1671339.04045796]
 [1671331.61462556]
 [1671324.18625857]
 [1671335.1266701 ]
 [1671327.68414803]
 [1671320.23919933]
 [1671333.29094251]
 [1671325.82801972]
 [1671318.36264371]
 [1671334.4178668 ]
 [1671326.92856053]
 [1671319.43665778]
 [1671338.6633843 ]
 [1671331.13941993]
 [1671323.6126066 ]
 [1671343.51210474]
 [1671336.91529589]
 [1671330.28047298]
 [1671337.82916761]
 [1671333.44331359]
 [1671329.02858264]]",
towerse.qdyn,Pa,"[[  0.        ]
 [ 55.30862669]
 [ 72.98017045]
 [ 85.83044752]
 [ 96.29791224]
 [105.28848504]
 [113.25395449]
 [120.45701339]
 [127.06585699]
 [133.1956001 ]
 [138.92898892]
 [144.32778586]
 [149.43948888]
 [154.30152417]
 [158.94398208]
 [163.39146949]
 [167.66440348]
 [171.77993878]
 [175.75264801]
 [179.59503056]
 [183.31789992]
 [186.93068308]
 [190.44165519]
 [193.8581257 ]
 [197.18658776]
 [200.43283925]
 [203.60208179]
 [206.69900248]
 [209.72784172]
 [212.69245016]
 [215.59633655]]",
tcons.rated_Omega,rpm,[7.89380815],rotor rotation speed at rated
tcons.tower_freq,Hz,[0.21019808],
tcons.blade_number,Unavailable,3,
tcons.tip_deflection,m,[18.49350274],
tcons.Rtip,m,[102.82618908],
tcons.ref_axis_blade,m,"[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 1.45896086e-02  0.00000000e+00  3.44228238e+00]
 [ 5.22230768e-02  0.00000000e+00  6.88456476e+00]
 [ 1.08141891e-01  0.00000000e+00  1.03268471e+01]
 [ 1.74250500e-01  0.00000000e+00  1.37691295e+01]
 [ 2.41136773e-01  0.00000000e+00  1.72114119e+01]
 [ 3.00085581e-01  0.00000000e+00  2.06536943e+01]
 [ 3.42651213e-01  0.00000000e+00  2.40959767e+01]
 [ 3.59821072e-01  0.00000000e+00  2.75382591e+01]
 [ 3.47586472e-01  0.00000000e+00  3.09805414e+01]
 [ 3.14508104e-01  0.00000000e+00  3.44228238e+01]
 [ 2.66858145e-01  0.00000000e+00  3.78651062e+01]
 [ 2.10870490e-01  0.00000000e+00  4.13073886e+01]
 [ 1.40477297e-01  0.00000000e+00  4.47496710e+01]
 [ 3.80470534e-02  0.00000000e+00  4.81919533e+01]
 [-9.07529186e-02  0.00000000e+00  5.16342357e+01]
 [-2.35123811e-01  0.00000000e+00  5.50765181e+01]
 [-3.94137332e-01  0.00000000e+00  5.85188005e+01]
 [-5.85777112e-01  0.00000000e+00  6.19610829e+01]
 [-8.05291806e-01  0.00000000e+00  6.54033653e+01]
 [-1.04516990e+00  0.00000000e+00  6.88456476e+01]
 [-1.29121723e+00  0.00000000e+00  7.22879300e+01]
 [-1.56372970e+00  0.00000000e+00  7.57302124e+01]
 [-1.85903588e+00  0.00000000e+00  7.91724948e+01]
 [-2.17067421e+00  0.00000000e+00  8.26147772e+01]
 [-2.49837779e+00  0.00000000e+00  8.60570595e+01]
 [-2.84335536e+00  0.00000000e+00  8.94993419e+01]
 [-3.20952152e+00  0.00000000e+00  9.29416243e+01]
 [-3.59684443e+00  0.00000000e+00  9.63839067e+01]
 [-4.00000000e+00  0.00000000e+00  9.98261891e+01]]",
tcons.precone,deg,[3.99970538],
tcons.tilt,deg,[5.99955806],
tcons.overhang,m,[7.],
tcons.ref_axis_tower,m,"[[  0.    0.    0. ]
 [  0.    0.   13.7]
 [  0.    0.   27.4]
 [  0.    0.   41.1]
 [  0.    0.   54.8]
 [  0.    0.   68.5]
 [  0.    0.   82.2]
 [  0.    0.   95.9]
 [  0.    0.  109.6]
 [  0.    0.  123.3]
 [  0.    0.  137. ]]",
tcons.d_full,m,"[6.         6.         6.         6.         6.         6.
 6.         6.         6.         5.89079213 5.53032592]",
tcons.max_allowable_td_ratio,,[1.134],
tcons.rotor_orientation,Unavailable,upwind,
tcc.blade_mass,kg,[48482.49880448],
tcc.blade_mass_cost_coeff,USD/kg,[14.6],
tcc.blade_cost_external,USD,[464796.97024493],
tcc.hub_mass,kg,[7717.46487214],
tcc.hub_mass_cost_coeff,USD/kg,[3.9],
tcc.pitch_system_mass,kg,[24770.32474335],
tcc.pitch_system_mass_cost_coeff,USD/kg,[22.1],
tcc.spinner_mass,kg,[3145.48381565],
tcc.spinner_mass_cost_coeff,USD/kg,[11.1],
tcc.hub_cost,USD,[30098.11300134],
tcc.pitch_system_cost,USD,[547424.17682801],
tcc.spinner_cost,USD,[34914.87035367],
tcc.hub_assemblyCostMultiplier,,[0.],
tcc.hub_overheadCostMultiplier,,[0.],
tcc.hub_profitMultiplier,,[0.],
tcc.hub_transportMultiplier,,[0.],
tcc.blade_cost,USD,[464796.97024493],
tcc.hub_system_cost,USD,[612437.16018302],
tcc.hub_system_mass_tcc,kg,[35633.27343113],
tcc.blade_number,Unavailable,3,
tcc.lss_mass,kg,[6322.611541],
tcc.lss_mass_cost_coeff,USD/kg,[11.9],
tcc.main_bearing_mass,kg,[1415.08884437],
tcc.bearing_mass_cost_coeff,USD/kg,[4.5],
tcc.gearbox_mass,kg,[79189.60305602],
tcc.gearbox_mass_cost_coeff,USD/kg,[12.9],
tcc.hss_mass,kg,[762.1855636],
tcc.hss_mass_cost_coeff,USD/kg,[6.8],
tcc.brake_mass,kg,[8176.49996233],
tcc.brake_mass_cost_coeff,USD/kg,[3.6254],
tcc.generator_mass,kg,[19195.74437204],
tcc.generator_mass_cost_coeff,USD/kg,[12.4],
tcc.generator_cost_external,USD,[0.],
tcc.bedplate_mass,kg,[25251.78089931],
tcc.bedplate_mass_cost_coeff,USD/kg,[2.9],
tcc.yaw_mass,kg,[17718.78604336],
tcc.yaw_mass_cost_coeff,USD/kg,[8.3],
tcc.hvac_mass,kg,[2912.25638988],
tcc.hvac_mass_cost_coeff,USD/kg,[124.],
tcc.machine_rating,kW,[5000.],
tcc.controls_machine_rating_cost_coeff,USD/kW,[21.15],
tcc.converter_mass,kg,[4196.35],
tcc.converter_mass_cost_coeff,USD/kg,[18.8],
tcc.elec_connec_machine_rating_cost_coeff,USD/kW,[41.85],
tcc.cover_mass,kg,[6351.7241697],
tcc.cover_mass_cost_coeff,USD/kg,[5.7],
tcc.platforms_mass,kg,[38169.46196722],
tcc.platforms_mass_cost_coeff,USD/kg,[17.1],
tcc.crane_cost,USD,[12000.],
tcc.crane,Unavailable,False,
tcc.transformer_mass,kg,[11485.],
tcc.transformer_mass_cost_coeff,USD/kg,[18.8],
tcc.lss_cost,USD,[75239.0773379],
tcc.main_bearing_cost,USD,[6367.89979965],
tcc.gearbox_cost,USD,[1021545.87942261],
tcc.hss_cost,USD,[5182.86183247],
tcc.brake_cost,USD,[29643.08296344],
tcc.generator_cost,USD,[238027.23021334],
tcc.bedplate_cost,USD,[73230.16460799],
tcc.yaw_system_cost,USD,[147065.92415992],
tcc.converter_cost,USD,[78891.38],
tcc.hvac_cost,USD,[361119.79234484],
tcc.cover_cost,USD,[36204.82776731],
tcc.elec_cost,USD,[209250.],
tcc.controls_cost,USD,[105750.],
tcc.platforms_cost,USD,[652697.79963941],
tcc.transformer_cost,USD,[215918.],
tcc.nacelle_assemblyCostMultiplier,,[0.],
tcc.nacelle_overheadCostMultiplier,,[0.],
tcc.nacelle_profitMultiplier,,[0.],
tcc.nacelle_transportMultiplier,,[0.],
tcc.main_bearing_number,Unavailable,2,
tcc.tower_mass,kg,[791445.95807925],
tcc.tower_mass_cost_coeff,USD/kg,[2.9],
tcc.tower_cost_external,USD,[2148240.64007646],
tcc.tower_parts_cost,USD,[2148240.64007646],
tcc.tower_assemblyCostMultiplier,,[0.],
tcc.tower_overheadCostMultiplier,,[0.],
tcc.tower_profitMultiplier,,[0.],
tcc.tower_transportMultiplier,,[0.],
tcc.rotor_cost,USD,[2006828.07091781],
tcc.rotor_mass_tcc,kg,[181080.76984458],
tcc.nacelle_cost,USD,[3262501.81988853],
tcc.nacelle_mass_tcc,kg,[222562.18165319],
tcc.tower_cost,USD,[2148240.64007646],
tcc.turbine_assemblyCostMultiplier,,[0.],
tcc.turbine_overheadCostMultiplier,,[0.],
tcc.turbine_profitMultiplier,,[0.],
tcc.turbine_transportMultiplier,,[0.],
tcc.turbine_cost,USD,[7417570.53088281],
tcc.turbine_cost_kW,USD/kW,[1483.51410618],
tcc.turbine_mass_tcc,kg,[1195088.90957703],
landbosse.blade_drag_coefficient,,[-1.],
landbosse.blade_lever_arm,m,[-1.],
landbosse.blade_install_cycle_time,h,[-1.],
landbosse.blade_offload_hook_height,m,[-1.],
landbosse.blade_offload_cycle_time,h,[-1.],
landbosse.blade_drag_multiplier,,[-1.],
landbosse.foundation_height,m,[0.],
landbosse.tower_section_length_m,m,[30.],
landbosse.nacelle_mass,kg,[222562.18165319],
landbosse.tower_mass,kg,[791445.95807925],
landbosse.blade_mass,kg,[48482.49880448],The mass of one rotor blade.
landbosse.hub_mass,kg,[35633.27343113],Mass of the rotor hub
landbosse.crane_breakdown_fraction,,[0.],0 means the crane is never broken down. 1 means it is broken down every turbine.
landbosse.construct_duration,,[9.],Total project construction time (months)
landbosse.hub_height_meters,m,[140.],Hub height m
landbosse.rotor_diameter_m,m,[206.],Rotor diameter m
landbosse.wind_shear_exponent,,[0.2],Wind shear exponent
landbosse.turbine_rating_MW,MW,[5.],Turbine rating MW
landbosse.fuel_cost_usd_per_gal,,[1.5],Fuel cost USD/gal
landbosse.breakpoint_between_base_and_topping_percent,,[0.8],Breakpoint between base and topping (percent)
landbosse.turbine_spacing_rotor_diameters,,[7.],Turbine spacing (times rotor diameter)
landbosse.depth,m,[2.36],Foundation depth m
landbosse.rated_thrust_N,N,[834899.51318774],Rated Thrust (N)
landbosse.bearing_pressure_n_m2,,[191521.],Bearing Pressure (n/m2)
landbosse.gust_velocity_m_per_s,m/s,[59.5],50-year Gust Velocity (m/s)
landbosse.road_length_adder_m,m,[5000.],Road length adder (m)
landbosse.fraction_new_roads,,[0.33],Percent of roads that will be constructed (0.0 - 1.0)
landbosse.road_quality,,[0.6],Road Quality (0-1)
landbosse.line_frequency_hz,Hz,[60.],Line Frequency (Hz)
landbosse.row_spacing_rotor_diameters,,[7.],Row spacing (times rotor diameter)
landbosse.trench_len_to_substation_km,km,[50.],Combined Homerun Trench Length to Substation (km)
landbosse.distance_to_interconnect_mi,mi,[4.97096954],Distance to interconnect (miles)
landbosse.interconnect_voltage_kV,kV,[130.],Interconnect Voltage (kV)
landbosse.critical_speed_non_erection_wind_delays_m_per_s,m/s,[15.],Non-Erection Wind Delay Critical Speed (m/s)
landbosse.critical_height_non_erection_wind_delays_m,m,[10.],Non-Erection Wind Delay Critical Height (m)
landbosse.road_width_ft,ft,[20.],Road width (ft)
landbosse.road_thickness,,[8.],Road thickness (in)
landbosse.crane_width,m,[12.2],Crane width (m)
landbosse.overtime_multiplier,,[1.4],Overtime multiplier
landbosse.markup_contingency,,[0.03],Markup contingency
landbosse.markup_warranty_management,,[0.0002],Markup warranty management
landbosse.markup_sales_and_use_tax,,[0.],Markup sales and use tax
landbosse.markup_overhead,,[0.05],Markup overhead
landbosse.markup_profit_margin,,[0.05],Markup profit margin
landbosse.Mass tonne,t,[1.],
landbosse.development_labor_cost_usd,USD,[1000000.],The cost of labor in the development phase
landbosse.labor_cost_multiplier,,[1.],Labor cost multiplier
landbosse.commissioning_pct,,[0.01],
landbosse.decommissioning_pct,,[0.15],
landbosse.road_distributed_winnd,Unavailable,False,
landbosse.num_turbines,Unavailable,120,Number of turbines in project
landbosse.number_of_blades,Unavailable,3,Number of blades on the rotor
landbosse.user_defined_home_run_trench,Unavailable,0,Flag for user-defined home run trench length (0 = no; 1 = yes)
landbosse.allow_same_flag,Unavailable,False,Allow same crane for base and topping (True or False)
landbosse.hour_day,Unavailable,"{'long': 24, 'normal': 10}","Dictionary of normal and long hours for construction in a day in the form of {'long': 24, 'normal': 10}"
landbosse.time_construct,Unavailable,normal,One of the keys in the hour_day dictionary to specify how many hours per day construction happens.
landbosse.user_defined_distance_to_grid_connection,Unavailable,False,Flag for user-defined home run trench length (True or False)
landbosse.rate_of_deliveries,Unavailable,10,Rate of deliveries (turbines per week)
landbosse.new_switchyard,Unavailable,True,New Switchyard (True or False)
landbosse.num_hwy_permits,Unavailable,10,Number of highway permits
landbosse.num_access_roads,Unavailable,2,Number of access roads
landbosse.site_facility_building_area_df,Unavailable,"   Size Min (MW)  Size Max (MW)  Building area (sq. ft.)
0              0            200                     3000
1            200            500                     5000
2            500            800                     7000
3            800           1000                     9000
4           1000           5000                    12000",site_facility_building_area DataFrame
landbosse.components,Unavailable,"           Component  Mass tonne  Lift height m  Surface area sq m  Coeff drag  ...  Cycle time installation hrs  Offload hook height m  Offload cycle time hrs  Multplier drag rotor  Multiplier tower drag
0  Nacelle GE 1.5SLE        50.0             90              33.00         0.8  ...                          1.5                      6                     0.5              1.000000                      0
1                Hub        15.4             90              11.30         1.1  ...                          1.0                      6                     0.5              0.000000                      0
2            Blade 1         5.2             90              33.44         0.1  ...                          1.0                      6                     0.5              0.666667                      0
3            Blade 2         5.2             90              33.44         0.1  ...                          1.0                      6                     0.5              0.666667                      0
4            Blade 3         5.2             90              33.44         0.1  ...                          1.0                      6                     0.5              0.666667                      0
5    Tower section 1        59.8             30              95.89         0.6  ...                          1.0                      6                     0.5              0.000000                      1
6    Tower section 2        39.3             60              96.25         0.6  ...                          1.0                      6                     0.5              0.000000                      1
7    Tower section 3        30.9             90              90.00         0.6  ...                          1.0                      6                     0.5              0.000000                      1

[8 rows x 13 columns]","Dataframe of components for tower, blade, nacelle"
landbosse.crane_specs,Unavailable,"   Equipment name    Crane name              Boom system  Crane capacity tonne  Speed of travel km per hr  ...  Hub height m Max capacity tonne Radius m  Hook Height m  Mobilization cost USD
0   Offload crane         LB 75                Hydraulic                    75                         40  ...          12.5                 38      5.4           12.5                 8040.0
1   Offload crane   Big LB 2580            Big Hydraulic                   500                         40  ...          48.0                500     11.0           48.0               406100.0
2   Offload crane        LB 258                Hydraulic                   200                         40  ...          48.0                 63     11.0           48.0                40610.0
3   Crawler crane          M999                     22EL                   275                          2  ...          57.0                 67     14.0           57.0                68709.0
4   Crawler crane        LR1500                     SL3F                   500                          2  ...          80.0                102     16.0           94.0               184398.0
5   Crawler crane        LR1500                     SL3F                   500                          2  ...          85.0                 95     16.0          100.0               184398.0
6   Crawler crane        LR1500                     SL3F                   500                          2  ...          90.0                 87     16.0          106.0               184398.0
7   Crawler crane        LR1500                     SL3F                   500                          2  ...         100.0                 77     18.0          112.0               184398.0
8   Crawler crane        LR1500         SL4DFB + Derrick                   500                          2  ...          80.0                112     16.0           94.0               184398.0
9   Crawler crane        LR1500         SL4DFB + Derrick                   500                          2  ...          90.0                105     16.0          100.0               184398.0
10  Crawler crane        LR1500         SL4DFB + Derrick                   500                          2  ...         100.0                 90     16.0          112.0               184398.0
11  Crawler crane        LR1500         SL4DFB + Derrick                   500                          2  ...         120.0                 74     18.0          130.0               184398.0
12  Crawler crane        LR1500         SL4DFB + Derrick                   500                          2  ...         130.0                 60     20.0          142.0               184398.0
13  Crawler crane      LR1600/2                    SL8F3                   600                          2  ...          80.0                137     18.0           93.0               249177.0
14  Crawler crane      LR1600/2                    SL8F3                   600                          2  ...         100.0                118     18.0          114.0               249177.0
15  Crawler crane      LR1600/2                     SL3F                   600                          2  ...         105.0                 93     18.0          117.0               249177.0
16  Crawler crane      LR1600/2    HSL4DF + Derrick boom                   600                          2  ...         120.0                 87     20.0          135.0               249177.0
17  Crawler crane      LR1600/2       SL13DFB + Derrick                    600                          2  ...         135.0                 96     20.0          147.0               249177.0
18  Crawler crane      LR1600/2       SL13DFB + Derrick                    600                          2  ...         140.0                 87     24.0          152.0               249177.0
19  Crawler crane      LR1600/2      SL13DFB2 + Derrick                    600                          2  ...         150.0                 71     24.0          164.0               249177.0
20  Crawler crane      LR1750/2                   HSL8HS                   750                          2  ...          80.0                111     18.0          101.0               360193.0
21  Crawler crane      LR1500/2                   HSL8HS                   750                          2  ...          95.0                110     18.0          109.0               360193.0
22  Crawler crane      LR1750/2                  HSL7DHS                   750                          2  ...         120.0                108     18.0          136.0               360193.0
23  Crawler crane      LR1750/2                  HSL7DHS                   750                          2  ...         130.0                 98     18.0          147.0               360193.0
24  Crawler crane      LR1500/2                  HSL7DHS                   750                          2  ...         140.0                 89     22.0          152.0               360193.0
25  Crawler crane      LR1750/2  SX3D4F2B Derrick (walk)                   750                          2  ...         140.0                141     28.0          154.0               360193.0
26  Crawler crane      LR1750/2  SX3D4F2B Derrick (walk)                   750                          2  ...         150.0                118     28.0          165.0               360193.0
27  Crawler crane       LR11000                     SL3F                  1000                          1  ...         100.0                179     18.0          114.0               579224.0
28  Crawler crane       LR11000                     SL3F                  1000                          1  ...         110.0                152     18.0          120.0               579224.0
29  Crawler crane       LR11000                   SL2DFB                  1000                          1  ...         120.0                179     20.0          132.0               579224.0
30  Crawler crane       LR11000                   SL2DFB                  1000                          1  ...         140.0                133     18.0          136.0               579224.0
31  Crawler crane       LR11000                   SL2DFB                  1000                          1  ...         150.0                154     18.0          147.0               579224.0
32  Crawler crane       LR11000                   SL2DFB                  1000                          1  ...         155.0                140     22.0          152.0               579224.0
33  Crawler crane       LR11000                   SL2DFB                  1000                          1  ...         160.0                120     26.0          174.0               579224.0
34  Crawler crane       LR11000                   SL2DFB                  1000                          1  ...         180.0                 73     22.0          192.0               579224.0
35  Crawler crane       LR11000                   SL2DFB                  1000                          1  ...         185.0                 54     34.0          198.0               579224.0
36  Crawler crane       LR11000            PDW3B Derrick                  1000                          1  ...         130.0                227     28.0          147.0               579224.0
37  Crawler crane       LR11000           PDW3B2 Derrick                  1000                          1  ...         165.0                142     26.0          174.0               579224.0
38  Crawler crane  Big LR110000       Big PDW3B2 Derrick                100000                          1  ...         250.0               1000     50.0          300.0               810913.6

[39 rows x 16 columns]",Dataframe of specifications of cranes
landbosse.weather_window,Unavailable,"                      Date UTC  Temp C  Pressure atm  Direction deg  Speed m per s                      Date  Month  Day  Hour Time window  Season
0    2012-01-01 12:00:00+00:00   2.444      0.952053          185.0          8.681 2012-01-01 05:00:00-07:00      1    1     5        long  winter
1    2012-01-01 13:00:00+00:00   1.655      0.952275          270.0          7.234 2012-01-01 06:00:00-07:00      1    1     6        long  winter
2    2012-01-01 14:00:00+00:00   2.512      0.952485          322.0         12.898 2012-01-01 07:00:00-07:00      1    1     7        long  winter
3    2012-01-01 15:00:00+00:00   2.589      0.953325          321.0         14.795 2012-01-01 08:00:00-07:00      1    1     8      normal  winter
4    2012-01-01 16:00:00+00:00   1.534      0.954406          323.0         15.076 2012-01-01 09:00:00-07:00      1    1     9      normal  winter
...                        ...     ...           ...            ...            ...                       ...    ...  ...   ...         ...     ...
8779 2013-01-01 07:00:00+00:00  -8.496      0.970703          346.0          6.550 2013-01-01 00:00:00-07:00      1    1     0        long  winter
8780 2013-01-01 08:00:00+00:00  -8.584      0.970879          348.0          6.387 2013-01-01 01:00:00-07:00      1    1     1        long  winter
8781 2013-01-01 09:00:00+00:00  -9.121      0.970915          351.0          6.617 2013-01-01 02:00:00-07:00      1    1     2        long  winter
8782 2013-01-01 10:00:00+00:00  -9.941      0.970998          351.0          7.304 2013-01-01 03:00:00-07:00      1    1     3        long  winter
8783 2013-01-01 11:00:00+00:00 -10.568      0.971338          351.0          7.864 2013-01-01 04:00:00-07:00      1    1     4        long  winter

[8784 rows x 11 columns]",Dataframe of wind toolkit data
landbosse.crew,Unavailable,"   Crew type ID   Operation                  Crew name         Labor type ID  Number of workers
0            M0  Management  Management - project size       Project manager                  1
1            M0  Management  Management - project size          Site manager                  1
2            M0  Management  Management - project size  Construction manager                  1
3            M0  Management  Management - project size      Project engineer                  1
4            M0  Management  Management - project size  Safety or qc manager                  1
..          ...         ...                        ...                   ...                ...
74           C4        Base                  Top 1000t        Rigger foreman                  1
75           C0        Base          Offload can tower        Crane operator                  2
76           C0        Base          Offload can tower                 Oiler                  2
77           C0        Base          Offload can tower           Iron worker                  3
78           C0        Base          Offload can tower        Rigger foreman                  1

[79 rows x 5 columns]",Dataframe of crew configurations
