variables,units,values,description
towerse.member.s_ghost1,,[0.],
towerse.member.s_ghost2,,[1.],
towerse.t_full,m,"[0.06190994 0.06190994 0.06190994 0.05532001 0.05532001 0.05532001
 0.04902645 0.04902645 0.04902645 0.04351143 0.04351143 0.04351143
 0.03838378 0.03838378 0.03838378 0.03328114 0.03328114 0.03328114
 0.0282451  0.0282451  0.0282451  0.02352226 0.02352226 0.02352226
 0.01966602 0.01966602 0.01966602 0.01803766 0.01803766 0.01803766]",
towerse.E_full,Pa,"[2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11]",
towerse.G_full,Pa,"[7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10]",
towerse.sigma_y_full,Pa,"[3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08]",
towerse.rho_full,kg/m**3,"[7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800.]",
towerse.outfitting_full,,"[1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07]",
towerse.member.unit_cost_full,USD/kg,"[0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7
 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7]",
towerse.labor_cost_rate,USD/min,[0.98],
towerse.painting_cost_rate,USD/m**2,[30.],
towerse.rna_mass,kg,[400872.27593499],
towerse.rna_I,kg*m**2,"[ 1.85417875e+08  1.19835689e+08  1.19571659e+08 -2.84733050e+01
 -3.34748157e+06  4.82891552e+04]",
towerse.rna_cg,m,[-5.16768758 -0.07836728  1.95895486],
towerse.tower_mass,kg,[791445.95807925],
towerse.tower_center_of_mass,m,[53.17313517],
towerse.tower_I_base,kg*m**2,"[3.33148093e+09 3.33148093e+09 6.98473441e+06 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",
towerse.env.Uref,m/s,[18.84296041],
towerse.wind_reference_height,m,[140.],
towerse.z0,m,[0.],
towerse.shearExp,,[0.2],
towerse.env.windLoads.U,m/s,"[ 0.          9.50262062 10.91564468 11.83770852 12.53878308 13.11104753
 13.5979563  14.02371248 14.4032795  14.74659975 15.06063873 15.35047887
 15.61995003 15.87201486 16.10901545 16.33283756 16.54502347 16.74685173
 16.93939488 17.12356203 17.30013094 17.46977252 17.63306982 17.79053294
 17.94261091 18.08970117 18.23215736 18.37029557 18.50439955 18.63472511
 18.76150364]",
towerse.beta_wind,deg,[0.],
towerse.rho_air,kg/m**3,[1.225],
towerse.mu_air,kg/m/s,[1.81e-05],
towerse.cd_usr,,[-1.],
towerse.env.distLoads.windLoads_Px,N/m,"[  0.         219.71095767 300.99497402 358.72229124 405.25243594
 444.8514174  479.65043955 510.91100639 539.43511508 565.76814547
 590.29983016 613.31950223 635.04856224 655.66065415 675.29478055
 694.0641502  712.06233521 729.36767101 746.04647323 762.15543686
 777.74345721 792.85303357 807.52136632 821.78122514 835.66164394
 844.20777922 852.27316241 859.88310415 855.05835462 849.45538676
 843.09657237]",
towerse.env.distLoads.windLoads_Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.windLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.windLoads_qdyn,N/m**2,"[  0.          55.30862669  72.98017045  85.83044752  96.29791224
 105.28848504 113.25395449 120.45701339 127.06585699 133.1956001
 138.92898892 144.32778586 149.43948888 154.30152417 158.94398208
 163.39146949 167.66440348 171.77993878 175.75264801 179.59503056
 183.31789992 186.93068308 190.44165519 193.8581257  197.18658776
 200.43283925 203.60208179 206.69900248 209.72784172 212.69245016
 215.59633655]",
towerse.env.distLoads.windLoads_z,m,"[  0.           4.56666667   9.13333333  13.7         18.26666667
  22.83333333  27.4         31.96666667  36.53333333  41.1
  45.66666667  50.23333333  54.8         59.36666667  63.93333333
  68.5         73.06666667  77.63333333  82.2         86.76666667
  91.33333333  95.9        100.46666667 105.03333333 109.6
 114.16666667 118.73333333 123.3        127.86666667 132.43333333
 137.        ]",
towerse.env.distLoads.windLoads_beta,deg,[0.],
towerse.env.distLoads.waveLoads_Px,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_qdyn,N/m**2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_z,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.env.distLoads.waveLoads_beta,deg,[0.],
towerse.yaw,deg,[0.],
towerse.s_all,,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.Px_global,N/m,"[  0.         219.71095767 300.99497402 358.72229124 405.25243594
 444.8514174  479.65043955 510.91100639 539.43511508 565.76814547
 590.29983016 613.31950223 635.04856224 655.66065415 675.29478055
 694.0641502  712.06233521 729.36767101 746.04647323 762.15543686
 777.74345721 792.85303357 807.52136632 821.78122514 835.66164394
 844.20777922 852.27316241 859.88310415 855.05835462 849.45538676
 843.09657237]",
towerse.g2e.Py_global,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.Pz_global,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.g2e.qdyn_global,Pa,"[  0.          55.30862669  72.98017045  85.83044752  96.29791224
 105.28848504 113.25395449 120.45701339 127.06585699 133.1956001
 138.92898892 144.32778586 149.43948888 154.30152417 158.94398208
 163.39146949 167.66440348 171.77993878 175.75264801 179.59503056
 183.31789992 186.93068308 190.44165519 193.8581257  197.18658776
 200.43283925 203.60208179 206.69900248 209.72784172 212.69245016
 215.59633655]",
towerse.lc:Px,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.lc:Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.lc:Pz,N/m,"[   0.         -219.71095767 -300.99497402 -358.72229124 -405.25243594
 -444.8514174  -479.65043955 -510.91100639 -539.43511508 -565.76814547
 -590.29983016 -613.31950223 -635.04856224 -655.66065415 -675.29478055
 -694.0641502  -712.06233521 -729.36767101 -746.04647323 -762.15543686
 -777.74345721 -792.85303357 -807.52136632 -821.78122514 -835.66164394
 -844.20777922 -852.27316241 -859.88310415 -855.05835462 -849.45538676
 -843.09657237]",
towerse.lc:qdyn,Pa,"[  0.          55.30862669  72.98017045  85.83044752  96.29791224
 105.28848504 113.25395449 120.45701339 127.06585699 133.1956001
 138.92898892 144.32778586 149.43948888 154.30152417 158.94398208
 163.39146949 167.66440348 171.77993878 175.75264801 179.59503056
 183.31789992 186.93068308 190.44165519 193.8581257  197.18658776
 200.43283925 203.60208179 206.69900248 209.72784172 212.69245016
 215.59633655]",
towerse.section_A,m**2,"[1.23577911 1.23577911 1.23577911 1.10546343 1.10546343 1.10546343
 0.9807361  0.9807361  0.9807361  0.87121896 0.87121896 0.87121896
 0.76921086 0.76921086 0.76921086 0.66752482 0.66752482 0.66752482
 0.56699426 0.56699426 0.56699426 0.47256114 0.47256114 0.47256114
 0.39414113 0.39173465 0.38932817 0.35244392 0.34515845 0.33787299]",
towerse.section_Asx,m**2,"[0.70458592 0.70458592 0.70458592 0.62995654 0.62995654 0.62995654
 0.55860341 0.55860341 0.55860341 0.49601188 0.49601188 0.49601188
 0.43776185 0.43776185 0.43776185 0.37974298 0.37974298 0.37974298
 0.32242913 0.32242913 0.32242913 0.26863238 0.26863238 0.26863238
 0.22398973 0.22262415 0.22125856 0.20027579 0.19614158 0.19200736]",
towerse.section_Asy,m**2,"[0.70458592 0.70458592 0.70458592 0.62995654 0.62995654 0.62995654
 0.55860341 0.55860341 0.55860341 0.49601188 0.49601188 0.49601188
 0.43776185 0.43776185 0.43776185 0.37974298 0.37974298 0.37974298
 0.32242913 0.32242913 0.32242913 0.26863238 0.26863238 0.26863238
 0.22398973 0.22262415 0.22125856 0.20027579 0.19614158 0.19200736]",
towerse.section_Ixx,kg*m**2,"[5.44742959 5.44742959 5.44742959 4.88369984 4.88369984 4.88369984
 4.34177875 4.34177875 4.34177875 3.86403572 3.86403572 3.86403572
 3.41744436 3.41744436 3.41744436 2.97072256 2.97072256 2.97072256
 2.52756506 2.52756506 2.52756506 2.10991692 2.10991692 2.10991692
 1.7513372  1.7194538  1.68795973 1.48852647 1.39811285 1.31143661]",
towerse.section_Iyy,kg*m**2,"[5.44742959 5.44742959 5.44742959 4.88369984 4.88369984 4.88369984
 4.34177875 4.34177875 4.34177875 3.86403572 3.86403572 3.86403572
 3.41744436 3.41744436 3.41744436 2.97072256 2.97072256 2.97072256
 2.52756506 2.52756506 2.52756506 2.10991692 2.10991692 2.10991692
 1.7513372  1.7194538  1.68795973 1.48852647 1.39811285 1.31143661]",
towerse.section_J0,kg*m**2,"[10.89485918 10.89485918 10.89485918  9.76739968  9.76739968  9.76739968
  8.6835575   8.6835575   8.6835575   7.72807143  7.72807143  7.72807143
  6.83488872  6.83488872  6.83488872  5.94144512  5.94144512  5.94144512
  5.05513012  5.05513012  5.05513012  4.21983385  4.21983385  4.21983385
  3.50267439  3.4389076   3.37591947  2.97705294  2.79622571  2.62287322]",
towerse.section_rho,kg/m**3,"[7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800.]",
towerse.section_E,Pa,"[2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11]",
towerse.section_G,Pa,"[7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10]",
towerse.tower.rna_F,N,"[[ 2014771.51999126]
 [   53584.62985781]
 [-2291778.64245519]]",
towerse.tower.rna_M,N*m,"[[15594096.39748254]
 [ 6934796.57564757]
 [ 1671178.28093356]]",
towerse.Px,N/m,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
towerse.Py,N/m,"[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",
towerse.Pz,N/m,"[[   0.        ]
 [-219.71095767]
 [-300.99497402]
 [-358.72229124]
 [-405.25243594]
 [-444.8514174 ]
 [-479.65043955]
 [-510.91100639]
 [-539.43511508]
 [-565.76814547]
 [-590.29983016]
 [-613.31950223]
 [-635.04856224]
 [-655.66065415]
 [-675.29478055]
 [-694.0641502 ]
 [-712.06233521]
 [-729.36767101]
 [-746.04647323]
 [-762.15543686]
 [-777.74345721]
 [-792.85303357]
 [-807.52136632]
 [-821.78122514]
 [-835.66164394]
 [-844.20777922]
 [-852.27316241]
 [-859.88310415]
 [-855.05835462]
 [-849.45538676]
 [-843.09657237]]",
towerse.post.cylinder_Fz,N,"[[-9708313.52924601]
 [-9275477.05979838]
 [-8842326.3551947 ]
 [-8454459.41709725]
 [-8066397.7840593 ]
 [-7678167.97446054]
 [-7333356.27045502]
 [-6988409.42307233]
 [-6643338.57131779]
 [-6336407.22436828]
 [-6029368.38722431]
 [-5722228.3954668 ]
 [-5450624.26628247]
 [-5178929.16052914]
 [-4907147.24379608]
 [-4670801.30811223]
 [-4434375.56894332]
 [-4197873.00864813]
 [-3996411.79505337]
 [-3794878.93034296]
 [-3593276.67391316]
 [-3424592.72211978]
 [-3255843.3780804 ]
 [-3087030.42298734]
 [-2945559.00570738]
 [-2804890.62333773]
 [-2665027.3923377 ]
 [-2538041.59322609]
 [-2413624.18015607]
 [-2291778.64245518]]",
towerse.post.cylinder_Vx,N,"[[2014910.40989989]
 [2015167.726836  ]
 [2015416.8649312 ]
 [2015577.76626989]
 [2015809.893134  ]
 [2016033.62599283]
 [2016095.83440465]
 [2016302.35232931]
 [2016500.35470784]
 [2016488.35746843]
 [2016669.07838076]
 [2016841.20551586]
 [2016755.93714571]
 [2016910.75113744]
 [2017056.92049527]
 [2016887.74617678]
 [2017016.60587937]
 [2017136.78837156]
 [2016889.99159467]
 [2016992.89618051]
 [2017087.09953964]
 [2016788.08138013]
 [2016865.03276056]
 [2016933.2581774 ]
 [2016638.59394407]
 [2016678.62011743]
 [2016710.00497901]
 [2016564.87423414]
 [2016554.29625314]
 [2016534.44335282]]",
towerse.post.cylinder_Vy,N,"[[53580.80473668]
 [53572.57060294]
 [53564.10796285]
 [53558.05741591]
 [53549.16040665]
 [53540.04181247]
 [53536.2551121 ]
 [53526.71077542]
 [53516.94933275]
 [53515.04934997]
 [53504.8659866 ]
 [53494.468969  ]
 [53494.9534887 ]
 [53484.13653702]
 [53473.10863666]
 [53477.19695213]
 [53465.74804245]
 [53454.09018596]
 [53462.50086648]
 [53450.41573245]
 [53438.12300209]
 [53450.62320344]
 [53437.89049031]
 [53424.95096134]
 [53438.74479432]
 [53426.11777852]
 [53413.19711765]
 [53415.26362529]
 [53403.73569354]
 [53391.65561853]]",
towerse.post.cylinder_Mxx,N*m,"[[ 9068981.7054903 ]
 [ 9311214.18378508]
 [ 9551903.4019313 ]
 [ 9791073.51907037]
 [10028718.70707063]
 [10264960.44043778]
 [10499825.19562797]
 [10733282.35469437]
 [10965466.90901065]
 [11196415.37898663]
 [11426084.66884096]
 [11654623.20474324]
 [11882071.40752627]
 [12108362.35513549]
 [12333657.60245328]
 [12557989.7024938 ]
 [12781243.96455882]
 [13003594.4359895 ]
 [13225057.4909133 ]
 [13445455.31001543]
 [13664973.73746887]
 [13883608.92227386]
 [14101117.95018563]
 [14317697.91823941]
 [14533333.11813016]
 [14747727.94416925]
 [14961038.17354508]
 [15173288.27848497]
 [15384300.02856098]
 [15594102.65299164]]",
towerse.post.cylinder_Myy,N*m,"[[2.83367058e+08]
 [2.74085093e+08]
 [2.64758077e+08]
 [2.55389406e+08]
 [2.45981991e+08]
 [2.36541692e+08]
 [2.27071563e+08]
 [2.17573534e+08]
 [2.08052967e+08]
 [1.98512791e+08]
 [1.88954348e+08]
 [1.79382490e+08]
 [1.69799870e+08]
 [1.60207133e+08]
 [1.50608616e+08]
 [1.41006553e+08]
 [1.31400699e+08]
 [1.21794895e+08]
 [1.12190977e+08]
 [1.02587908e+08]
 [9.29890655e+07]
 [8.33959977e+07]
 [7.38072311e+07]
 [6.42257070e+07]
 [5.46528966e+07]
 [4.50874575e+07]
 [3.55316885e+07]
 [2.59872632e+07]
 [1.64544295e+07]
 [6.93480126e+06]]",
towerse.post.cylinder_Mzz,N*m,"[[1671351.22743562]
 [1671343.8562498 ]
 [1671336.47352375]
 [1671346.86462424]
 [1671339.46901995]
 [1671332.06976884]
 [1671343.28623815]
 [1671335.87546962]
 [1671328.46186231]
 [1671338.99371436]
 [1671331.56788256]
 [1671324.13951619]
 [1671335.06795146]
 [1671327.62543012]
 [1671320.18048214]
 [1671333.21664383]
 [1671325.75372189]
 [1671318.28834675]
 [1671334.32267128]
 [1671326.83336606]
 [1671319.34146437]
 [1671338.5404604 ]
 [1671331.01649733]
 [1671323.48968531]
 [1671343.35605565]
 [1671336.75802198]
 [1671330.12195913]
 [1671337.64950444]
 [1671333.25893984]
 [1671328.83929515]]",
towerse.qdyn,Pa,"[[  0.        ]
 [ 55.30862669]
 [ 72.98017045]
 [ 85.83044752]
 [ 96.29791224]
 [105.28848504]
 [113.25395449]
 [120.45701339]
 [127.06585699]
 [133.1956001 ]
 [138.92898892]
 [144.32778586]
 [149.43948888]
 [154.30152417]
 [158.94398208]
 [163.39146949]
 [167.66440348]
 [171.77993878]
 [175.75264801]
 [179.59503056]
 [183.31789992]
 [186.93068308]
 [190.44165519]
 [193.8581257 ]
 [197.18658776]
 [200.43283925]
 [203.60208179]
 [206.69900248]
 [209.72784172]
 [212.69245016]
 [215.59633655]]",
tcons.rated_Omega,rpm,[7.89380815],rotor rotation speed at rated
tcons.tower_freq,Hz,[0.21067088],
tcons.blade_number,Unavailable,3,
tcons.tip_deflection,m,[19.83742253],
tcons.Rtip,m,[102.82618908],
tcons.ref_axis_blade,m,"[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 1.45896086e-02  0.00000000e+00  3.44228238e+00]
 [ 5.22230768e-02  0.00000000e+00  6.88456476e+00]
 [ 1.08141891e-01  0.00000000e+00  1.03268471e+01]
 [ 1.74250500e-01  0.00000000e+00  1.37691295e+01]
 [ 2.41136773e-01  0.00000000e+00  1.72114119e+01]
 [ 3.00085581e-01  0.00000000e+00  2.06536943e+01]
 [ 3.42651213e-01  0.00000000e+00  2.40959767e+01]
 [ 3.59821072e-01  0.00000000e+00  2.75382591e+01]
 [ 3.47586472e-01  0.00000000e+00  3.09805414e+01]
 [ 3.14508104e-01  0.00000000e+00  3.44228238e+01]
 [ 2.66858145e-01  0.00000000e+00  3.78651062e+01]
 [ 2.10870490e-01  0.00000000e+00  4.13073886e+01]
 [ 1.40477297e-01  0.00000000e+00  4.47496710e+01]
 [ 3.80470534e-02  0.00000000e+00  4.81919533e+01]
 [-9.07529186e-02  0.00000000e+00  5.16342357e+01]
 [-2.35123811e-01  0.00000000e+00  5.50765181e+01]
 [-3.94137332e-01  0.00000000e+00  5.85188005e+01]
 [-5.85777112e-01  0.00000000e+00  6.19610829e+01]
 [-8.05291806e-01  0.00000000e+00  6.54033653e+01]
 [-1.04516990e+00  0.00000000e+00  6.88456476e+01]
 [-1.29121723e+00  0.00000000e+00  7.22879300e+01]
 [-1.56372970e+00  0.00000000e+00  7.57302124e+01]
 [-1.85903588e+00  0.00000000e+00  7.91724948e+01]
 [-2.17067421e+00  0.00000000e+00  8.26147772e+01]
 [-2.49837779e+00  0.00000000e+00  8.60570595e+01]
 [-2.84335536e+00  0.00000000e+00  8.94993419e+01]
 [-3.20952152e+00  0.00000000e+00  9.29416243e+01]
 [-3.59684443e+00  0.00000000e+00  9.63839067e+01]
 [-4.00000000e+00  0.00000000e+00  9.98261891e+01]]",
tcons.precone,deg,[3.99970538],
tcons.tilt,deg,[5.99955806],
tcons.overhang,m,[7.],
tcons.ref_axis_tower,m,"[[  0.    0.    0. ]
 [  0.    0.   13.7]
 [  0.    0.   27.4]
 [  0.    0.   41.1]
 [  0.    0.   54.8]
 [  0.    0.   68.5]
 [  0.    0.   82.2]
 [  0.    0.   95.9]
 [  0.    0.  109.6]
 [  0.    0.  123.3]
 [  0.    0.  137. ]]",
tcons.d_full,m,"[6.         6.         6.         6.         6.         6.
 6.         6.         6.         5.89079213 5.53032592]",
tcons.max_allowable_td_ratio,,[1.134],
tcons.rotor_orientation,Unavailable,upwind,
tcc.blade_mass,kg,[48122.77993181],
tcc.blade_mass_cost_coeff,USD/kg,[14.6],
tcc.blade_cost_external,USD,[458579.70887754],
tcc.hub_mass,kg,[7479.45187413],
tcc.hub_mass_cost_coeff,USD/kg,[3.9],
tcc.pitch_system_mass,kg,[24627.37485939],
tcc.pitch_system_mass_cost_coeff,USD/kg,[22.1],
tcc.spinner_mass,kg,[3145.48381565],
tcc.spinner_mass_cost_coeff,USD/kg,[11.1],
tcc.hub_cost,USD,[29169.86230912],
tcc.pitch_system_cost,USD,[544264.98439251],
tcc.spinner_cost,USD,[34914.87035367],
tcc.hub_assemblyCostMultiplier,,[0.],
tcc.hub_overheadCostMultiplier,,[0.],
tcc.hub_profitMultiplier,,[0.],
tcc.hub_transportMultiplier,,[0.],
tcc.blade_cost,USD,[458579.70887754],
tcc.hub_system_cost,USD,[608349.7170553],
tcc.hub_system_mass_tcc,kg,[35252.31054917],
tcc.blade_number,Unavailable,3,
tcc.lss_mass,kg,[6322.611541],
tcc.lss_mass_cost_coeff,USD/kg,[11.9],
tcc.main_bearing_mass,kg,[1415.08884437],
tcc.bearing_mass_cost_coeff,USD/kg,[4.5],
tcc.gearbox_mass,kg,[79189.60305602],
tcc.gearbox_mass_cost_coeff,USD/kg,[12.9],
tcc.hss_mass,kg,[762.1855636],
tcc.hss_mass_cost_coeff,USD/kg,[6.8],
tcc.brake_mass,kg,[8176.49996233],
tcc.brake_mass_cost_coeff,USD/kg,[3.6254],
tcc.generator_mass,kg,[19195.74437204],
tcc.generator_mass_cost_coeff,USD/kg,[12.4],
tcc.generator_cost_external,USD,[0.],
tcc.bedplate_mass,kg,[25251.78089931],
tcc.bedplate_mass_cost_coeff,USD/kg,[2.9],
tcc.yaw_mass,kg,[17718.78604336],
tcc.yaw_mass_cost_coeff,USD/kg,[8.3],
tcc.hvac_mass,kg,[2912.25638988],
tcc.hvac_mass_cost_coeff,USD/kg,[124.],
tcc.machine_rating,kW,[5000.],
tcc.controls_machine_rating_cost_coeff,USD/kW,[21.15],
tcc.converter_mass,kg,[4196.35],
tcc.converter_mass_cost_coeff,USD/kg,[18.8],
tcc.elec_connec_machine_rating_cost_coeff,USD/kW,[41.85],
tcc.cover_mass,kg,[6351.7241697],
tcc.cover_mass_cost_coeff,USD/kg,[5.7],
tcc.platforms_mass,kg,[38169.46196722],
tcc.platforms_mass_cost_coeff,USD/kg,[17.1],
tcc.crane_cost,USD,[12000.],
tcc.crane,Unavailable,False,
tcc.transformer_mass,kg,[11485.],
tcc.transformer_mass_cost_coeff,USD/kg,[18.8],
tcc.lss_cost,USD,[75239.0773379],
tcc.main_bearing_cost,USD,[6367.89979965],
tcc.gearbox_cost,USD,[1021545.87942261],
tcc.hss_cost,USD,[5182.86183247],
tcc.brake_cost,USD,[29643.08296344],
tcc.generator_cost,USD,[238027.23021334],
tcc.bedplate_cost,USD,[73230.16460799],
tcc.yaw_system_cost,USD,[147065.92415992],
tcc.converter_cost,USD,[78891.38],
tcc.hvac_cost,USD,[361119.79234484],
tcc.cover_cost,USD,[36204.82776731],
tcc.elec_cost,USD,[209250.],
tcc.controls_cost,USD,[105750.],
tcc.platforms_cost,USD,[652697.79963941],
tcc.transformer_cost,USD,[215918.],
tcc.nacelle_assemblyCostMultiplier,,[0.],
tcc.nacelle_overheadCostMultiplier,,[0.],
tcc.nacelle_profitMultiplier,,[0.],
tcc.nacelle_transportMultiplier,,[0.],
tcc.main_bearing_number,Unavailable,2,
tcc.tower_mass,kg,[791445.95807925],
tcc.tower_mass_cost_coeff,USD/kg,[2.9],
tcc.tower_cost_external,USD,[2148240.64007646],
tcc.tower_parts_cost,USD,[2148240.64007646],
tcc.tower_assemblyCostMultiplier,,[0.],
tcc.tower_overheadCostMultiplier,,[0.],
tcc.tower_profitMultiplier,,[0.],
tcc.tower_transportMultiplier,,[0.],
tcc.rotor_cost,USD,[1984088.8436879],
tcc.rotor_mass_tcc,kg,[179620.6503446],
tcc.nacelle_cost,USD,[3262501.81988853],
tcc.nacelle_mass_tcc,kg,[222562.18165319],
tcc.tower_cost,USD,[2148240.64007646],
tcc.turbine_assemblyCostMultiplier,,[0.],
tcc.turbine_overheadCostMultiplier,,[0.],
tcc.turbine_profitMultiplier,,[0.],
tcc.turbine_transportMultiplier,,[0.],
tcc.turbine_cost,USD,[7394831.3036529],
tcc.turbine_cost_kW,USD/kW,[1478.96626073],
tcc.turbine_mass_tcc,kg,[1193628.79007705],
landbosse.blade_drag_coefficient,,[-1.],
landbosse.blade_lever_arm,m,[-1.],
landbosse.blade_install_cycle_time,h,[-1.],
landbosse.blade_offload_hook_height,m,[-1.],
landbosse.blade_offload_cycle_time,h,[-1.],
landbosse.blade_drag_multiplier,,[-1.],
landbosse.foundation_height,m,[0.],
landbosse.tower_section_length_m,m,[30.],
landbosse.nacelle_mass,kg,[222562.18165319],
landbosse.tower_mass,kg,[791445.95807925],
